job_source,keyword,job_title,company,job_description,job_id
Jobstreet,Computer Science,Data Engineer,PT Indocyber Global Teknologi,"Bachelor degree in Computer Science, or IT related fields
3 years of Data Modeler, Data Engineering, ETL developer or a related field
Experience using Informatica, Python 
Experience using SSIS, SSAS, SSRS, Pentaho, PowerBI, Cloudera, Azure Databricks, Azure Data Factory, Unity Catalogue
Communication skills, especially explaining technical concepts to non-technical business leaders.
Exposure in Datalake, Kafka, Tableau
Design, implement and manage end to end data pipelines (ETL, data streaming and data warehousing) to make data easily accessible for analysis.
Design end to end ETL as per-use cases and business requirements
Ensure high data quality and integrity from data sources.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Troubleshoot complex data issues and perform root cause analysis to proactively resolve product and operational issues",12
Jobstreet,Computer Science,Middle Software Engineer,PT Aegis Ultima Teknologi,"Job Responsibilities :
Collaborate with Product Owners and System Architects to understand features and user stories.
Estimate story points and contribute to team capacity planning.
Write clean, maintainable and scalable code following best practices based on business and technical requirement
Perform unit testing, support integration testing, and regression testing.
Fix bugs and continuously improve code quality.
Document code, APIs, and architectural decisions for future reference.
Ensure compliance with security, regulatory, and governance requirements.
Actively involved in R&D activity
Requirements :
Qualifications:
Location  : Yogyakarta",13
Jobstreet,Computer Science,Product Manager - Enterprise Datacom & Network Infrastructure,PT Talenta Eksekutif Asia (Matcha Talent),"Lead technical engagement with enterprise clients, analyzing needs and designing tailored Datacom and IP networking solutions.
Collaborate with sales and solution teams to convert leads into opportunities, from proposal to closure.
Promote enterprise Datacom offerings (WLAN, switches, routers) across sectors including government, FSI, transportation, and more.
Execute branding and pricing strategies based on competitor insights and market positioning.
Guide technical solution development across project lifecycle: requirement mapping, design, bid support, and delivery handover.
Define mid- to long-term business goals, resource planning, and market entry strategies.
Monitor project performance and ensure post-sales success and customer satisfaction.
Bachelor’s degree in Computer Science, Telecommunication Engineering, or a related field.
Minimum of 6 years in the ICT/telecommunications industry, with a focus on enterprise solution presales and account management.
Demonstrated experience in technical project operations, proposal creation, and managing end-to-end client engagements.
Proficient in Datacom technologies: WLAN (Wi-Fi), campus/data center switches, access/edge/core routers.
Strong understanding of networking protocols such as IGP, BGP, SR, MPLS, SRv6, L2VPN, L3VPN.
Familiarity with enterprise and carrier-grade network architectures.
Excellent communication, relationship-building, and cross-functional collaboration skills.
Strategic thinking with high adaptability in fast-paced, competitive environments.
Capable of handling complex sales cycles and building long-term client trust.
Join a world-renowned ICT innovator with market-leading enterprise solutions.
Work on impactful digital transformation projects across Indonesia’s top sectors.
Advance your career in a high-performance, globally connected environment.",14
Jobstreet,Computer Science,IT Product Specialist (Mandarin Speaker),PT Global Jet Express,"Collaborating with prospective users and clients to understand and anticipate their needs and translate them into product requirements
Defining the vision for the team’s product and creating a product road map based on this vision
Managing the product backlog and prioritizing them based on changing requirements
Overseeing all stages of product creation including design and development
Developing user stories
Monitoring, evaluating product progress at each stage of the process, also participating in product acceptance testing
Liaising with the product team and end-users to deliver updates
Lead or participate in Scrum meetings and product sprints
Bachelor's degree in computer science or information technology, or equivalent experience
Fresh graduates are welcome to apply
Written and verbal communication skills in English & Mandarin, preferable in the Mandarin language
Experience with Scrum and agile methodology
Critical and creative thinking ability
Excellent analytical skills and strong problem-solving capacity
Product and project management skills
Ability to work under pressure and to tight deadlines
Knowledge of UI wireframe and prototyping tools
Experience with API integration
Willing to be placed in Pluit, Jakarta Utara (Head Office)",15
Jobstreet,Computer Science,IT Application (SAP ABAP) Assistant Manager,PT Nipsea Paint & Chemicals,"Candidate must possess at least Bachelor/S1 degree, preferably in Computer Engineering / Computer Science / Information Technology / Information System, or equivalent.
Experience in SAP is must.
Minimum 3-5 years in handling SAP ABAP.
Good understanding to debug SAP standard program.
Good knowledge about FI, CO, SD, MM, and PP modules.
Working knowledge or experience in manufacturing industries.
Excellent analytical and troubleshooting skills including logical thinking.
Has a good sense of business processes, process flow, and system integration point.
Excellent in verbal and written communication in both Bahasa Indonesia and English.
Willingness and flexibility to learn new technologies, scale up quickly, and adapt to different requirements or roles as the situation demands.
Strong multi-tasking skills and abilities to handle changing priorities in a fast-paced environment.
Strong focus and customer orientation, to manage user expectations.
Should work with minimum supervision.
Handle & troubleshoot SAP issues.
Ensure quick turnaround in identifying application issues and providing timely solutions.
Manage daily operational support, monitor, and solve any issues affecting the operations of the system and the scheduled background jobs of the customized program.
Undertake performance tuning activities for SAP integration activities.
Support functional team members as technical expert counterpart for customized program development analysis.
Build proper documentation (technical specifications) for any new program development and program changes.
Develop, code, and document new program development and program changes based on the agreed user requirements.
Ensure the user acceptance test (UAT) are well planned, executed, and documented.
Provide the assessment of change request (corrections, enhancements), propose and develop the required solutions.
Ensure compliance with IT policies and SOPs.",16
Jobstreet,Computer Science,Web Developer (Content Management & SEO Optimization),Geekhunter,"Website Development & Maintenance
- Continuously improve and maintain user-friendly and responsive WordPress websites and Salesforce landing pages.
- Troubleshoot website issues, manage plug-ins, and ensure uptime and performance.
- Apply UI/UX best practices to improve interface quality and user satisfaction.
- Ensure seamless CMS workflows for fast content updates and scalability across business units.
SEO Strategy & Content Relevance
- Lead technical and on-page SEO: audits, metadata optimisation, schema markup, keyword strategy, and load speed performance.
- Use tools like Google Analytics, Search Console, SEMrush, Yoast, and MS Clarity to analyse traffic and identify optimisation opportunities.
- Develop internal linking and white-hat backlink strategies to improve organic ranking and domain authority.
- Monitor performance metrics and adjust SEO tactics based on search trends and algorithm updates.
Content Management & AI-Powered Enhancement
- Efficiently manage and update website content across multilingual platforms to support marketing campaigns.
-Use generative AI tools (e.g. OpenAI/GPT) to enhance relevance, consistency, and volume of digital content.
- Collaborate with marketing and product teams to ensure timely updates, strong messaging, and clear calls to action.
Marketing & Integration Support
- Support campaign-specific landing pages, A/B testing, and personalisation using Salesforce Account Engagement and other MarTech tools.
- Manage marketing automation flows using Zapier and other integrations.
- Work closely with stakeholders to gather feedback and continuously improve the digital user journey.",17
Jobstreet,Computer Science,Architect/Functional HCM,"PT SMART,Tbk","Support business users in the development, implementation, and support of SAP HR/HCM module.
This role uses consulting skills, business knowledge, and SAP solution expertise to effectively integrate SAP technology into the business user’s business environment in order to achieve client expected business results.
Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
Fresh graduate are welcome to apply
Ability to understand business requirements and convert them into solution designs
Knowledge of web-based systems architecture, service-based architecture, enterprise application architecture
Placement in MSIG Office Jakarta",18
Jobstreet,Computer Science,"Software Engineer, Backend (Lending)",PT Solusi Transportasi Indonesia,"Develop applications using GoLang, ensuring clean and efficient code.
Identify main tasks, manage them throughout the software development life cycle, and automate tasks.
Work with multiple teams to define requirements, design new features, and deliver them.
Lead coding standards efforts, conduct code reviews, troubleshoot, debug, and update existing software.
Stay updated with the latest technologies to improve products and processes, and mentor junior engineers to support their growth..
Bachelor in Computer Science or equivalent.
Experience shipping products (like web applications or backend services, etc.) to production.
You can be a good coder in any language, but willing to work on Golang
Ability to communicate in Bahasa Indonseia and English
Experience automating tasks using appropriate tools and scripting, and experienced in conducting code reviews to ensure high coding standards.
Collaborate with multiple teams and staying updated with new technologies and security practices.
We have your back with Term Life Insurance and comprehensive Medical Insurance.
With GrabFlex, create a benefits package that suits your needs and aspirations.
Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave
We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.",19
Jobstreet,Computer Science,Software Developer (Bandung Area) - Mille ERP,PT. LAKES KONSTELASI DATA,"Collaborate with cross-functional teams to analyse requirements, design, and develop high-quality software applications
Write clean, maintainable, and efficient code using the latest programming languages and technologies
Participate in the full software development lifecycle, including coding, testing, debugging, and deployment
Continuously research and implement innovative solutions to enhance our products
Troubleshoot issues to ensure the smooth operation of our software applications
Contribute to the development of best practices, coding standards, and documentation
Stay updated with the latest industry trends and technologies to drive continuous improvement
Bachelor's degree in Computer Science, Information Technology, or a related field
Strong proficiency in any programming languages
Knowledge of agile software development methodologies and project management tools
Excellent problem-solving, analytical, and critical thinking skills
Effective communication and collaboration abilities to work in a team environment",20
Jobstreet,Computer Science,Full-stack Developer (PHP) - Mandarin Speaker - Fintech Company,Private Advertiser,"Bachelor of Computer Science
Proficiency in PHP (CodeIgniter 3) development.
Basic knowledge of HTML, CSS, JavaScript, and web development practices.
Understanding of SQL for querying and managing relational databases.
Ability to perform accurate and secure database operations.
Strong attention to detail and ability to troubleshoot technical issues.
Familiarity with version control systems (e.g., Git).
Basic knowledge of IT infrastructure and server environments.
Understanding of P2P lending operations is a plus.
Mandarin Speaker
Maintain and develop web applications using PHP (CodeIgniter 3) framework.
Perform basic web development using HTML, CSS, and JavaScript to implement UI/UX enhancements.
Write, modify, and optimize SQL queries for database interactions.
Troubleshoot and resolve bugs in existing systems.
Monitor and ensure the smooth operation of IT systems.
Execute database updates as per operational requirements.
Provide support for system maintenance, upgrades, and patches.
Document system changes and operational procedures.",21
Jobstreet,Computer Science,.NET Fullstack Developer,PT CMA Solutions Indonesia,"Design and implement application logic, workflows, and business rules using Laravel latest features.
Create robust, secure, and efficient RESTful APIs or GraphQL endpoints for web and mobile consumption.
Create and maintain optimized schemas, relationships, and migrations using Eloquent ORM.
Optimize queries for high performance and scalability.
Write clean, modular, and well-documented code, following the SOLID principles and other industry standards.
Seamlessly integrate third-party APIs such as payment gateways, analytics tools, and cloud storage systems.
Implement OAuth, social logins, or SSO as required.
Incorporate secure development practices to prevent vulnerabilities like SQL injection, CSRF, and XSS.
Interactive Interfaces: Build dynamic front-end interfaces with frameworks like Vue.js, React, or Angular integrated seamlessly with Laravel.
Responsive Design: Ensure designs are mobile-first, adaptive, and compatible across devices using CSS3, Bootstrap, or TailwindCSS.
Component Reusability: Develop reusable UI components using Blade, InertiaJS, or other templating engines.
Performance Optimization: Minimize front-end latency using efficient resource handling, lazy loading, and asset bundling.",22
Jobstreet,Computer Science,Java Developer,PT GLOBAL LOYALTY INDONESIA,"Bachelor degree in Computer Science or related fields, or equivalent professional experience in software development
Working using Java, PostgreSQL, MongoDB, Redis, SOLR
Strong understanding of OOP, design patterns and SOLID principles
Experience with building HTTP RESTful API
Good understanding about current software development best practices (Reactive Programming, Dependency Injection, Repository pattern, etc)
Able to use git workflow fluently
Able to write code always looks like it was written by someone who cares
Comfortable using the tools of the trade; debuggers, source control, profiling, unit test coverage.
Familiarity with developing APIs with the care they deserve (e.g. gRPC/REST with OpenAPI/Swagger)
Solid systems understanding (specifically Linux, and particularly around performance analysis and troubleshooting)
Placement : Yogyakarta",23
Jobstreet,Computer Science,Staff IT,PT Frina Lestari Nusantara,"Bachelor Degree in Computer Science, Information Technology & Technical Information
Have Computer Science/ Information Technology related education
Willing to work in manufacture environment (supporting IT related activity may be necessary)
Experienced supporting ERP system
Understand basic IT infrastructure (server, network, cloud computing)
Willing to be located in Central Cikarang, GIIC Deltamas Area and Join as soon as possible.
Used to instructing users
Have a good analysis and logic
Have experience in build a system or program
Supporting ERP (trouble shooting, master data input)
Create documentation (device data collection, IT document administration and reporting)
Manage and maintain assets (computers, printers, network devices, etc.)",24
Jobstreet,Computer Science,IT SUPERVISOR,PT Hana Master Jaya,"Oversee IT infrastructure and daily operations
Manage network, server, hardware, and software systems
Support ERP and application development
Ensure data security and system availability
Bachelor’s Degree in IT or Computer Science
Knowledge of Windows Server, SQL, networking
Experience in manufacturing IT systems (ERP/MES)
Analytical and responsive",25
Jobstreet,Computer Science,Desktop Engineer Jakarta,PT Mitra Infoparama,"D3/ S1 major Information Technology, Computer Science, Information System or equivalent
Having experienced as Desktop/ End user Support Engineer minimum 1 years.
Good communication
Positive attitude and proactive mindset
Fluent in English (is a must)
Familiarized with M365
Knowing SAP account management and Mailbox management is an added advantage

Tasks & responsibilities :
Assess VIP or general user requirement and escalate VIP issues for quick resolutio
Address user concerns regarding hardware, software and networking basis the documentation and other material provided by Client for their existing systems and applications
Guide users with simple, step-by-step instructions
Perform handovers and collection of devices and perform onboarding and de boarding activities at the time of handover basis the checklist provided by Client
Conduct remote and VIP troubleshooting
Diagnose technical issues and solutions in logs, then follow up client to ensure their systems are functional
Create and update technical documentation and manuals
Set up and configuring new laptops and desktops and ensure other account provisioning activities prior to end user device handover
Own incidents involving DaaS devices & maintain end to end tracking
Call logging, allocation, status updating in the IT helpdesk software and follow existing customers’ ITSM
Create and maintain a concise documentation to lower the possibility of a repeat problem and Educate user so they can troubleshoot issue by itself and maintain within time frame",26
Jobstreet,Computer Science,IT Support,AEON Credit Service Indonesia,"Male/female
Experienced
S1
22
35 years
Accept candidates without self -photo
Cities according to work placement (City Adm. South Jakarta)",27
Jobstreet,Computer Science,Head of Technology,Simbadda Group,"Develop and implement a strategic technology roadmap.
Oversee IT infrastructure, security, and system maintenance.
Lead product development and innovation initiatives.
Manage IT and development teams, fostering collaboration and growth.
Ensure data security and compliance with regulations.
Collaborate with leadership to align technology with business goals.
Bachelor’s degree in IT, Computer Science, or related field
7+ years in technology leadership, focusing on digital transformation.
Proficiency in ERP, CRM, CDP, AI, and data analytics (e.g., Power BI).
Strong leadership, strategic planning, and data integration skills.",28
Jobstreet,Computer Science,IT Engineer,PT Monotaro Indonesia,"Adapt to MID technologies
Ensures any given tasks are reported on and resolved in a timely manner
IT support related department or user, acoording to task (Application side / Infrastructure side)
Support user applications (ERP [Odoo, PIM, SM) and batch systems
Identifies current system strengths and weaknesses to suggest areas of improvement
Interacting with existing IT team and related users for relevant issues
Bachelor Degree in Information technology, Computer Science, Information System or equivalent
Organization involvement experience will be an advantage
Have learned at least 1 programming languages (Python or similar)
Understand basic Linux environment and command line
Understand Query (SQL)
Willingness to learn new technologies
Quick learner and challenge enthusiast
Fluent in English both writing and speaking",29
Jobstreet,Computer Science,Data Migration Specialist,Technosoft Group,"Responsible for Data Collection and Data Consolidation
Validate the accuracy and completeness of data in new system
Collaborate with others team to help integrate data into the new system and troubleshoot integration issues
Support go-live preparation
Candidate must possess at least Bachelor’s Degree from reputable university majoring Computer Science/Information Technology or System Information
Proficiency in Microsoft Office (especially Ms.Excel)
Familiar with database and data analytics
Proficiency in SQL, MySQL, Python is a plus
Good communication in English
Attractive salary and benefits
Customer-focused culture
Talented and collaborative co-workers who will support you and help you grow
Personal development opportunities 
A great place to grow with career advancement",30
Jobstreet,Computer Science,IT Operation Manager,PT Visionet Data Internasional,"Lead, guide, and motivate the Helpdesk and IT Support team to achieve performance goals.
Identify training needs and provide coaching to enhance both technical and soft skills of team members.
Delegate tasks and responsibilities based on team members’ expertise and workload priorities.
Ensure fair and efficient distribution of workloads.
Regularly monitor team performance, including response times, resolution rates, and user satisfaction levels.
Provide constructive feedback and implement improvement plans when necessary.
Develop and optimize standard operating procedures (SOPs) for Helpdesk and IT Support activities.
Ensure compliance with service level agreements (SLAs) and industry best practices.
Supervise the handling of technical incidents and service requests to ensure timely and effective resolution.
Serve as an escalation point for complex or critical issues.
Prepare regular team performance reports, including metrics such as ticket volume, resolution times, and user satisfaction.
Analyze data to identify trends, recurring issues, and areas for improvement.
Act as the liaison between the Helpdesk/IT Support team and other departments or stakeholders.
Ensure clear and timely communication regarding incident status, ongoing projects, or system changes.
Manage and optimize the use of Helpdesk support tools (e.g., ticketing systems, remote support tools).
Evaluate and recommend new technologies to enhance service efficiency.
Ensure all Helpdesk and IT Support activities comply with security policies and regulatory requirements.
Conduct risk assessments and implement preventive measures where necessary.
Build and maintain positive relationships with internal users to enhance satisfaction and trust in IT services.
Gather user feedback to continually improve service quality.",31
Jobstreet,Computer Science,Technical Architecture,PT Platinumetrix Global Inovasi,"Opportunities for continuous learning and professional development
Comprehensive health and wellness benefits
Flexible work arrangements to support work-life balance
A dynamic and inclusive company culture",32
Jobstreet,Computer Science,AI/IT Intern,PT. Salam Pacific Indonesia Lines,"Study the company’s business processes to implement into the system
Assist in utilizing artificial intelligence to simplify the company’s business processes
Analyze and build development plans for current software based on new simplified business processes
Collaborate with related teams to create and develop a new software
Currently enrolled in a relevant undergraduate program in the 5th semester minimum (Computer Science, Information Engineering, Information System, or related fields).
Have an understanding of artificial intelligence/machine learning along with its application and usage.
Attentive to detail.
Excellent communication skills.
Able to work with a team and take constructive feedback.
Ready to be placed and work onsite at our office in Surabaya.
Gain hands-on experience in software engineering and artificial intelligence within a dynamic and fast paced environment.
Work with a professional IT Team and learn from experienced professionals.
Opportunity for skill development relating to technology and artificial intelligence and networking in the logistics industry.
Certificate of Internship upon successful completion.",33
Jobstreet,Computer Science,IT Project Manager,PT Green City Traffic,"Job Description
-Plan, execute, and monitor IT projects, ensuring adherence to project timelines, budgets, and scope.
-Define project objectives, deliverers, and success criteria in collaboration with stakeholders and team members.
-Develop and manage detailed project plans, including tasks, milestones, dependencies, and resource allocation.
Qualification
-Bachelor’s degree in Information Technology, Computer Science, or related fields.
-Strong communication, leadership, and problem-solving skills.
-Proficiency in project management tools (e.g., Jira, Trello, or Microsoft Project) and familiarity with IT infrastructure and software development processes.
• Availability: Prefer ASAP, WFO Mon-Sat at Haji Nawi Jakarta Selatan",34
Jobstreet,Computer Science,Backend Developer,PT Oneject Indonesia,"Bachelor degree from majoring in Informatic Engineering / Computer Science / Information system / any major related
Minimum 1 years of working experience in web app / mobile app development / backend developer would be an advantage ; Fresh graduates are welcome to apply
Able to work independently or team & familiar dealing and collaborating with other departments / cross-functional teams
Excellent analytical & time management skills
Willing to be placed in KITIC Cikarang
Design, builds and maintain scalable, secure and high performance server-side applications, APIs and databases
Deliver digital seamless digital experiences while adhering to best practices in coding, security and system architecture",35
Jobstreet,Computer Science,IT Business Analyst Intern,PT Kamoro Maxima Integra,"Assist in conducting business and user requirement analysis
Support the documentation of business processes, data flows, and system requirements
Participate in evaluating alternative solutions and help identify the most effective option
Help create system documentation such as flowcharts, business process diagrams, and testing scenarios
Collaborate with business users and development teams during software development projects
Assist in user training and support communication related to new application features or changes
Final year student or fresh graduate with a Bachelor’s Degree in IT, Computer Science, or a related field (minimum GPA 3.00)
Have relevant internship or project-based experience as a Business Analyst or similar role
Familiarity with agile development methodologies is a plus
Proficient in English, both verbal and written
Basic understanding of business process analysis and system documentation
Strong attention to detail and willingness to learn
Good communication, analytical thinking, and a positive, can-do attitude
Able to work independently and collaboratively within a team
Willing to travel to project site in Gresik, East Java",36
Jobstreet,Computer Science,Software Quality Assurance (Internship Only),AssetFindr,"Software Testing, QA Testing, and Bug Tracking skills
Experience on test case creation
Knowledge of software development lifecycle and testing methodologies
Experience with test automation tools
Analytical and problem-solving skills
Excellent attention to detail and organizational skills
Ability to work independently and remotely
Pursuing a degree in Computer Science, Information Technology, or related field
Previous internship experience in software testing is a plus",37
