job_source,keyword,job_title,company,job_description,job_id,job_description_cleaned
Jobstreet,Computer Science,Fresh Graduate Functional Consultant,PT Amber Solusi Internasional,"Actively involved in business requirement analysis/user stories
Meet with business users throughout the organization to understand their business objectives, technical challenges and data needs, and prepare functional design document
Leading review sessions with business users to review functional design
Develop and maintain system level artifacts, such as flow diagrams, process diagram, and current and proposed state diagrams
Intensive discussion with development team to ensure the development as per functional design
Doing application testing and SIT
Leading User Acceptance Testing
Leading End User Training
Write and maintain related project documentation
Manage postproduction support activities
Detail person and strong logic
Willingness to take ownership of highly challenging tasks and problems
Thorough and analytical problem-solving skills
Effective communication and interpersonal skills
Have sense of leadership
Bachelor's degree in Information Systems, Computer Science, or related major with GPA > 3.00
Fresh Graduates are welcome to apply
Having internship experience as Business Analyst, System Analyst, or Functional Consultant is a plus
Having knowledge in software development methodology
Dynamic and result oriented team player
Have decent English",10,actively involved business requirement analysisuser stories meet business users throughout organization understand business objectives technical challenges data needs prepare functional design document leading review sessions business users review functional design develop maintain system level artifacts flow diagrams process diagram current proposed state diagrams intensive discussion development team ensure development per functional design application testing sit leading user acceptance testing leading end user training write maintain related project documentation manage postproduction support activities detail person strong logic willingness take ownership highly challenging tasks problems thorough analytical problemsolving skills effective communication interpersonal skills sense leadership bachelors degree information systems computer science related major gpa fresh graduates welcome apply internship experience business analyst system analyst functional consultant plus knowledge software development methodology dynamic result oriented team player decent english
Jobstreet,Computer Science,AI Specialist â€“ Machine Learning Model Developer,PT Allure Alluminio,"Research and integrate cutting-edge AI techniques into the company’s operations and processes.
Collaborate with cross-functional teams to identify business challenges and design AI-driven solutions.
Implement robust data preprocessing, feature engineering, and model optimization techniques.
Ensure the scalability, accuracy, and efficiency of the developed models.
Develop frameworks for testing, validating, and maintaining models.
Education: Bachelor’s degree in Computer Science, Artificial Intelligence, Data Science, or a related field.
Fresh Graduated are welcome.
Strong expertise in data analysis, algorithm development, and feature engineering.
Familiarity with Zapier and Make.com
Excellent communication and collaboration skills.
Willing to be placed at Kelapa Gading",11,research integrate cuttingedge ai techniques companys operations processes collaborate crossfunctional teams identify business challenges design aidriven solutions implement robust data preprocessing feature engineering model optimization techniques ensure scalability accuracy efficiency developed models develop frameworks testing validating maintaining models education bachelors degree computer science artificial intelligence data science related field fresh graduated welcome strong expertise data analysis algorithm development feature engineering familiarity zapier makecom excellent communication collaboration skills willing placed kelapa gading
Jobstreet,Computer Science,Data Engineer,PT Indocyber Global Teknologi,"Bachelor degree in Computer Science, or IT related fields
3 years of Data Modeler, Data Engineering, ETL developer or a related field
Experience using Informatica, Python 
Experience using SSIS, SSAS, SSRS, Pentaho, PowerBI, Cloudera, Azure Databricks, Azure Data Factory, Unity Catalogue
Communication skills, especially explaining technical concepts to non-technical business leaders.
Exposure in Datalake, Kafka, Tableau
Design, implement and manage end to end data pipelines (ETL, data streaming and data warehousing) to make data easily accessible for analysis.
Design end to end ETL as per-use cases and business requirements
Ensure high data quality and integrity from data sources.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Troubleshoot complex data issues and perform root cause analysis to proactively resolve product and operational issues",12,bachelor degree computer science related fields years data modeler data engineering etl developer related field experience using informatica python experience using ssis ssas ssrs pentaho powerbi cloudera azure databricks azure data factory unity catalogue communication skills especially explaining technical concepts nontechnical business leaders exposure datalake kafka tableau design implement manage end end data pipelines etl data streaming data warehousing make data easily accessible analysis design end end etl peruse cases business requirements ensure high data quality integrity data sources identify design implement internal process improvements automating manual processes optimizing data delivery redesigning infrastructure greater scalability etc troubleshoot complex data issues perform root cause analysis proactively resolve product operational issues
Jobstreet,Computer Science,Middle Software Engineer,PT Aegis Ultima Teknologi,"Job Responsibilities :
Collaborate with Product Owners and System Architects to understand features and user stories.
Estimate story points and contribute to team capacity planning.
Write clean, maintainable and scalable code following best practices based on business and technical requirement
Perform unit testing, support integration testing, and regression testing.
Fix bugs and continuously improve code quality.
Document code, APIs, and architectural decisions for future reference.
Ensure compliance with security, regulatory, and governance requirements.
Actively involved in R&D activity
Requirements :
Qualifications:
Location  : Yogyakarta",13,job responsibilities collaborate product owners system architects understand features user stories estimate story points contribute team capacity planning write clean maintainable scalable code following best practices based business technical requirement perform unit testing support integration testing regression testing fix bugs continuously improve code quality document code apis architectural decisions future reference ensure compliance security regulatory governance requirements actively involved rd activity requirements qualifications location yogyakarta
Jobstreet,Computer Science,Product Manager - Enterprise Datacom & Network Infrastructure,PT Talenta Eksekutif Asia (Matcha Talent),"Lead technical engagement with enterprise clients, analyzing needs and designing tailored Datacom and IP networking solutions.
Collaborate with sales and solution teams to convert leads into opportunities, from proposal to closure.
Promote enterprise Datacom offerings (WLAN, switches, routers) across sectors including government, FSI, transportation, and more.
Execute branding and pricing strategies based on competitor insights and market positioning.
Guide technical solution development across project lifecycle: requirement mapping, design, bid support, and delivery handover.
Define mid- to long-term business goals, resource planning, and market entry strategies.
Monitor project performance and ensure post-sales success and customer satisfaction.
Bachelor’s degree in Computer Science, Telecommunication Engineering, or a related field.
Minimum of 6 years in the ICT/telecommunications industry, with a focus on enterprise solution presales and account management.
Demonstrated experience in technical project operations, proposal creation, and managing end-to-end client engagements.
Proficient in Datacom technologies: WLAN (Wi-Fi), campus/data center switches, access/edge/core routers.
Strong understanding of networking protocols such as IGP, BGP, SR, MPLS, SRv6, L2VPN, L3VPN.
Familiarity with enterprise and carrier-grade network architectures.
Excellent communication, relationship-building, and cross-functional collaboration skills.
Strategic thinking with high adaptability in fast-paced, competitive environments.
Capable of handling complex sales cycles and building long-term client trust.
Join a world-renowned ICT innovator with market-leading enterprise solutions.
Work on impactful digital transformation projects across Indonesia’s top sectors.
Advance your career in a high-performance, globally connected environment.",14,lead technical engagement enterprise clients analyzing needs designing tailored datacom ip networking solutions collaborate sales solution teams convert leads opportunities proposal closure promote enterprise datacom offerings wlan switches routers across sectors including government fsi transportation execute branding pricing strategies based competitor insights market positioning guide technical solution development across project lifecycle requirement mapping design bid support delivery handover define mid longterm business goals resource planning market entry strategies monitor project performance ensure postsales success customer satisfaction bachelors degree computer science telecommunication engineering related field minimum years icttelecommunications industry focus enterprise solution presales account management demonstrated experience technical project operations proposal creation managing endtoend client engagements proficient datacom technologies wlan wifi campusdata center switches accessedgecore routers strong understanding networking protocols igp bgp sr mpls srv lvpn lvpn familiarity enterprise carriergrade network architectures excellent communication relationshipbuilding crossfunctional collaboration skills strategic thinking high adaptability fastpaced competitive environments capable handling complex sales cycles building longterm client trust join worldrenowned ict innovator marketleading enterprise solutions work impactful digital transformation projects across indonesias top sectors advance career highperformance globally connected environment
Jobstreet,Computer Science,IT Product Specialist (Mandarin Speaker),PT Global Jet Express,"Collaborating with prospective users and clients to understand and anticipate their needs and translate them into product requirements
Defining the vision for the team’s product and creating a product road map based on this vision
Managing the product backlog and prioritizing them based on changing requirements
Overseeing all stages of product creation including design and development
Developing user stories
Monitoring, evaluating product progress at each stage of the process, also participating in product acceptance testing
Liaising with the product team and end-users to deliver updates
Lead or participate in Scrum meetings and product sprints
Bachelor's degree in computer science or information technology, or equivalent experience
Fresh graduates are welcome to apply
Written and verbal communication skills in English & Mandarin, preferable in the Mandarin language
Experience with Scrum and agile methodology
Critical and creative thinking ability
Excellent analytical skills and strong problem-solving capacity
Product and project management skills
Ability to work under pressure and to tight deadlines
Knowledge of UI wireframe and prototyping tools
Experience with API integration
Willing to be placed in Pluit, Jakarta Utara (Head Office)",15,collaborating prospective users clients understand anticipate needs translate product requirements defining vision teams product creating product road map based vision managing product backlog prioritizing based changing requirements overseeing stages product creation including design development developing user stories monitoring evaluating product progress stage process also participating product acceptance testing liaising product team endusers deliver updates lead participate scrum meetings product sprints bachelors degree computer science information technology equivalent experience fresh graduates welcome apply written verbal communication skills english mandarin preferable mandarin language experience scrum agile methodology critical creative thinking ability excellent analytical skills strong problemsolving capacity product project management skills ability work pressure tight deadlines knowledge ui wireframe prototyping tools experience api integration willing placed pluit jakarta utara head office
Jobstreet,Computer Science,IT Application (SAP ABAP) Assistant Manager,PT Nipsea Paint & Chemicals,"Candidate must possess at least Bachelor/S1 degree, preferably in Computer Engineering / Computer Science / Information Technology / Information System, or equivalent.
Experience in SAP is must.
Minimum 3-5 years in handling SAP ABAP.
Good understanding to debug SAP standard program.
Good knowledge about FI, CO, SD, MM, and PP modules.
Working knowledge or experience in manufacturing industries.
Excellent analytical and troubleshooting skills including logical thinking.
Has a good sense of business processes, process flow, and system integration point.
Excellent in verbal and written communication in both Bahasa Indonesia and English.
Willingness and flexibility to learn new technologies, scale up quickly, and adapt to different requirements or roles as the situation demands.
Strong multi-tasking skills and abilities to handle changing priorities in a fast-paced environment.
Strong focus and customer orientation, to manage user expectations.
Should work with minimum supervision.
Handle & troubleshoot SAP issues.
Ensure quick turnaround in identifying application issues and providing timely solutions.
Manage daily operational support, monitor, and solve any issues affecting the operations of the system and the scheduled background jobs of the customized program.
Undertake performance tuning activities for SAP integration activities.
Support functional team members as technical expert counterpart for customized program development analysis.
Build proper documentation (technical specifications) for any new program development and program changes.
Develop, code, and document new program development and program changes based on the agreed user requirements.
Ensure the user acceptance test (UAT) are well planned, executed, and documented.
Provide the assessment of change request (corrections, enhancements), propose and develop the required solutions.
Ensure compliance with IT policies and SOPs.",16,candidate must possess least bachelors degree preferably computer engineering computer science information technology information system equivalent experience sap must minimum years handling sap abap good understanding debug sap standard program good knowledge fi co sd mm pp modules working knowledge experience manufacturing industries excellent analytical troubleshooting skills including logical thinking good sense business processes process flow system integration point excellent verbal written communication bahasa indonesia english willingness flexibility learn new technologies scale quickly adapt different requirements roles situation demands strong multitasking skills abilities handle changing priorities fastpaced environment strong focus customer orientation manage user expectations work minimum supervision handle troubleshoot sap issues ensure quick turnaround identifying application issues providing timely solutions manage daily operational support monitor solve issues affecting operations system scheduled background jobs customized program undertake performance tuning activities sap integration activities support functional team members technical expert counterpart customized program development analysis build proper documentation technical specifications new program development program changes develop code document new program development program changes based agreed user requirements ensure user acceptance test uat well planned executed documented provide assessment change request corrections enhancements propose develop required solutions ensure compliance policies sops
Jobstreet,Computer Science,Web Developer (Content Management & SEO Optimization),Geekhunter,"Website Development & Maintenance
- Continuously improve and maintain user-friendly and responsive WordPress websites and Salesforce landing pages.
- Troubleshoot website issues, manage plug-ins, and ensure uptime and performance.
- Apply UI/UX best practices to improve interface quality and user satisfaction.
- Ensure seamless CMS workflows for fast content updates and scalability across business units.
SEO Strategy & Content Relevance
- Lead technical and on-page SEO: audits, metadata optimisation, schema markup, keyword strategy, and load speed performance.
- Use tools like Google Analytics, Search Console, SEMrush, Yoast, and MS Clarity to analyse traffic and identify optimisation opportunities.
- Develop internal linking and white-hat backlink strategies to improve organic ranking and domain authority.
- Monitor performance metrics and adjust SEO tactics based on search trends and algorithm updates.
Content Management & AI-Powered Enhancement
- Efficiently manage and update website content across multilingual platforms to support marketing campaigns.
-Use generative AI tools (e.g. OpenAI/GPT) to enhance relevance, consistency, and volume of digital content.
- Collaborate with marketing and product teams to ensure timely updates, strong messaging, and clear calls to action.
Marketing & Integration Support
- Support campaign-specific landing pages, A/B testing, and personalisation using Salesforce Account Engagement and other MarTech tools.
- Manage marketing automation flows using Zapier and other integrations.
- Work closely with stakeholders to gather feedback and continuously improve the digital user journey.",17,website development maintenance continuously improve maintain userfriendly responsive wordpress websites salesforce landing pages troubleshoot website issues manage plugins ensure uptime performance apply uiux best practices improve interface quality user satisfaction ensure seamless cms workflows fast content updates scalability across business units seo strategy content relevance lead technical onpage seo audits metadata optimisation schema markup keyword strategy load speed performance use tools like google analytics search console semrush yoast ms clarity analyse traffic identify optimisation opportunities develop internal linking whitehat backlink strategies improve organic ranking domain authority monitor performance metrics adjust seo tactics based search trends algorithm updates content management aipowered enhancement efficiently manage update website content across multilingual platforms support marketing campaigns use generative ai tools eg openaigpt enhance relevance consistency volume digital content collaborate marketing product teams ensure timely updates strong messaging clear calls action marketing integration support support campaignspecific landing pages ab testing personalisation using salesforce account engagement martech tools manage marketing automation flows using zapier integrations work closely stakeholders gather feedback continuously improve digital user journey
Jobstreet,Computer Science,Architect/Functional HCM,"PT SMART,Tbk","Support business users in the development, implementation, and support of SAP HR/HCM module.
This role uses consulting skills, business knowledge, and SAP solution expertise to effectively integrate SAP technology into the business user’s business environment in order to achieve client expected business results.
Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
Fresh graduate are welcome to apply
Ability to understand business requirements and convert them into solution designs
Knowledge of web-based systems architecture, service-based architecture, enterprise application architecture
Placement in MSIG Office Jakarta",18,support business users development implementation support sap hrhcm module role uses consulting skills business knowledge sap solution expertise effectively integrate sap technology business users business environment order achieve client expected business results candidate must possess least bachelors degree computer scienceinformation technology engineering computertelecommunication equivalent fresh graduate welcome apply ability understand business requirements convert solution designs knowledge webbased systems architecture servicebased architecture enterprise application architecture placement msig office jakarta
Jobstreet,Computer Science,"Software Engineer, Backend (Lending)",PT Solusi Transportasi Indonesia,"Develop applications using GoLang, ensuring clean and efficient code.
Identify main tasks, manage them throughout the software development life cycle, and automate tasks.
Work with multiple teams to define requirements, design new features, and deliver them.
Lead coding standards efforts, conduct code reviews, troubleshoot, debug, and update existing software.
Stay updated with the latest technologies to improve products and processes, and mentor junior engineers to support their growth..
Bachelor in Computer Science or equivalent.
Experience shipping products (like web applications or backend services, etc.) to production.
You can be a good coder in any language, but willing to work on Golang
Ability to communicate in Bahasa Indonseia and English
Experience automating tasks using appropriate tools and scripting, and experienced in conducting code reviews to ensure high coding standards.
Collaborate with multiple teams and staying updated with new technologies and security practices.
We have your back with Term Life Insurance and comprehensive Medical Insurance.
With GrabFlex, create a benefits package that suits your needs and aspirations.
Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave
We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.",19,develop applications using golang ensuring clean efficient code identify main tasks manage throughout software development life cycle automate tasks work multiple teams define requirements design new features deliver lead coding standards efforts conduct code reviews troubleshoot debug update existing software stay updated latest technologies improve products processes mentor junior engineers support growth bachelor computer science equivalent experience shipping products like web applications backend services etc production good coder language willing work golang ability communicate bahasa indonseia english experience automating tasks using appropriate tools scripting experienced conducting code reviews ensure high coding standards collaborate multiple teams staying updated new technologies security practices back term life insurance comprehensive medical insurance grabflex create benefits package suits needs aspirations celebrate moments matter life loved ones parental birthday leave give back communities loveallserveall lasa volunteering leave confidential grabber assistance programme guide uplift loved ones lifes challenges
Jobstreet,Computer Science,Software Developer (Bandung Area) - Mille ERP,PT. LAKES KONSTELASI DATA,"Collaborate with cross-functional teams to analyse requirements, design, and develop high-quality software applications
Write clean, maintainable, and efficient code using the latest programming languages and technologies
Participate in the full software development lifecycle, including coding, testing, debugging, and deployment
Continuously research and implement innovative solutions to enhance our products
Troubleshoot issues to ensure the smooth operation of our software applications
Contribute to the development of best practices, coding standards, and documentation
Stay updated with the latest industry trends and technologies to drive continuous improvement
Bachelor's degree in Computer Science, Information Technology, or a related field
Strong proficiency in any programming languages
Knowledge of agile software development methodologies and project management tools
Excellent problem-solving, analytical, and critical thinking skills
Effective communication and collaboration abilities to work in a team environment",20,collaborate crossfunctional teams analyse requirements design develop highquality software applications write clean maintainable efficient code using latest programming languages technologies participate full software development lifecycle including coding testing debugging deployment continuously research implement innovative solutions enhance products troubleshoot issues ensure smooth operation software applications contribute development best practices coding standards documentation stay updated latest industry trends technologies drive continuous improvement bachelors degree computer science information technology related field strong proficiency programming languages knowledge agile software development methodologies project management tools excellent problemsolving analytical critical thinking skills effective communication collaboration abilities work team environment
