job_source,keyword,job_title,company,job_description,job_id
Jobstreet,Computer Science,IT Programmer,EUROMEDICA GROUP,"Collaborate with cross-functional teams to understand and interpret software requirements
Design, develop, test and deploy high-quality, scalable code across a variety of projects
Participate in the entire software development life cycle, from ideation to deployment
Identify and resolve technical issues, ensuring the seamless operation of our systems
Continuously learn and stay up-to-date with the latest programming languages, frameworks, and best practices
Contribute to the improvement and documentation of our codebase and development processes
Bachelor's degree in Computer Science, Information Technology, or a related field
1-3 years of hands-on experience in software development, preferably in a professional setting
Proficiency in one or more programming languages, such as Javascript, Python, PHP, CSS
Proficiency in:
Frappe ERP (Python) Backend
NextJS (Javascript) Frontend
Tailwind (CSS) Frontend
Laravel (PHP) Backend
MySQL (Database)
Familiarity with database management systems, version control tools, and agile development methodologies
Strong problem-solving and analytical skills, with the ability to think critically and creatively
Excellent communication and collaboration skills to work effectively in a team environment
Passion for staying up-to-date with the latest industry trends and technologies
Frappe ERP (Python) Backend
NextJS (Javascript) Frontend
Tailwind (CSS) Frontend
Laravel (PHP) Backend
MySQL (Database)",10
Jobstreet,Computer Science,IT Infrastructure Project Manager,PT Netmarks Indonesia,"We are looking for an IT Project Manager to join our Technical Team. You will be responsible for managing, coordinating, and completing the project on time within scope. You will also be responsible for setting deadlines, assigning responsibilities, and monitoring and summarizing the progress of the project. And prepare reports for the Technical Manager regarding the status of the project.
 Responsibilities:
1. Directs and manages end to end process of the project and the team
2. Facilitates communication between the project team and project owner daily
3. Scheduling project milestones, management, and delegation of the project task
4. Monitors project progress by tracking activity
5. Ensures project issues are identified, tracked, reported and resolved
6. Compile periodic project reports to be given to the project owner
7. Create and maintain comprehensive project documentation (functional requirements documents, business requirement documents, use case documents, and minutes of meeting documents)
 Specific Requirements:
1. Bachelor's degree in Informatics Engineering, Computer Science, or similar studies.
2. Fresh Graduates are welcome with a GPA minimum of 3.00 from a reputable university
3. Experience as a Project Manager in IT Projects is preferable.
4. Be meticulous and have attention to detail in performing the work.
5. Good communication and presentation skills
6. Good leadership skill
7. Strong analytical thinking, negotiation, and problem-solving skills
8. Have excellent interpersonal skills
9. Have excellent written and verbal communication skills (in English and Bahasa Indonesia)
10. Solid organizational skills including attention to detail and multitasking skills
 Additional factors We Appreciate:
1. Able to work fast and under pressure
2. Certification of Project Management Professional (PMP) is an advantage
3. Willing to work overtime and on tight deadlines",11
Jobstreet,Computer Science,System Administrator Engineer,PT Sinergi Wahana Gemilang,"Lulusan S1 dari jurusan IT atau computer science.
Memiliki pengalaman dalam bidang System Administrator, Network Administrator, atau posisi relevan lainnya.
Memahami operating system seperti Windows, Linux, atau macOS
Memahami bahasa programming terutama untuk scripting atau automation adalah nilai tambahan
Memahami network security, intrusion detection systems, dan teknologi security lainnya
Memahami network protocols, topologies, dan konsep security lainnya
Pengalaman untuk platform cloud seperti Microsoft Azure atau AWS itu nilai tambahan",12
Jobstreet,Computer Science,Fresh Graduate Functional Consultant,PT Amber Solusi Internasional,"Actively involved in business requirement analysis/user stories
Meet with business users throughout the organization to understand their business objectives, technical challenges and data needs, and prepare functional design document
Leading review sessions with business users to review functional design
Develop and maintain system level artifacts, such as flow diagrams, process diagram, and current and proposed state diagrams
Intensive discussion with development team to ensure the development as per functional design
Doing application testing and SIT
Leading User Acceptance Testing
Leading End User Training
Write and maintain related project documentation
Manage postproduction support activities
Detail person and strong logic
Willingness to take ownership of highly challenging tasks and problems
Thorough and analytical problem-solving skills
Effective communication and interpersonal skills
Have sense of leadership
Bachelor's degree in Information Systems, Computer Science, or related major with GPA > 3.00
Fresh Graduates are welcome to apply
Having internship experience as Business Analyst, System Analyst, or Functional Consultant is a plus
Having knowledge in software development methodology
Dynamic and result oriented team player
Have decent English",13
Jobstreet,Computer Science,AI Specialist â€“ Machine Learning Model Developer,PT Allure Alluminio,"Research and integrate cutting-edge AI techniques into the company’s operations and processes.
Collaborate with cross-functional teams to identify business challenges and design AI-driven solutions.
Implement robust data preprocessing, feature engineering, and model optimization techniques.
Ensure the scalability, accuracy, and efficiency of the developed models.
Develop frameworks for testing, validating, and maintaining models.
Education: Bachelor’s degree in Computer Science, Artificial Intelligence, Data Science, or a related field.
Fresh Graduated are welcome.
Strong expertise in data analysis, algorithm development, and feature engineering.
Familiarity with Zapier and Make.com
Excellent communication and collaboration skills.
Willing to be placed at Kelapa Gading",14
Jobstreet,Computer Science,Digital Transformation Department Head,PT. INTEGRA INDO LESTARI,"Determining ERP needs by segment such material management, PPIC, etc. business process analysis, and observations.
Evaluating existing IT infrastructure and recommending system improvements.
Developing and configuring customized ERP solutions.
Writing programs and scripts to design user-friendly interfaces and optimized functionalities.
Deploying ERP solutions and ensuring seamless system integration.
Running diagnostic tests and resolving issues to enhance performance.
Providing ERP end-user training and technical support.
Documenting ERP processes and preparing deployment progress updates.
Complying with industry regulations.
Keeping informed of the latest ERP developments, upgrades, and offerings.
Bachelor's degree in computer science, information technology, or similar preferred.
ERP certification, such as SAP ERP Business Process Integration will be an advantage
A minimum of 3 years' experience as an ERP -SAP in a manufacturing industry.
Extensive knowledge of business processes, especially manufacturing for PPIC and logistic segment
Superb problem-solving and analytical abilities.
Exceptional interpersonal, collaboration, and communication skills.
Excellent time management and organizational skills. 
Placement in Sidoarjo",15
Jobstreet,Computer Science,Security Operation Center (SOC) L3,PT Tekno Gemilang Indonesia,"Requirements:
- A minimum of 3 years’ experience in security focusing on SIEM or log aggregation and correlation, with minimum 5 years overall enterprise IT experience. Familiar with Security platform (network, endpoint, access, and cloud)
- Having relevant degree: Bachelor's or Master's Degree in Computer Science, Information Security, Electrical Engineering, Informatics Engineering Information Technology, Cyber Security Information Systems.
- Certifications: Mandatory: SIEM tool certification (such as: Splunk, Qradar, Mcafee, etc), Splunk Certified Power User more preferred Plus point: ECIH/CHFI

Job Description:
- Review/create/optimize health check/completeness of data of SIEM from various data source (including ensure completeness data compared to IT assets)
- Review/create/optimize cyber security use case on SIEM
- Review/create/optimize cyber security dashboard on SIEM
- Threat intelligence and OSINT optimization and integration especially for SIEM enrichment
- Propose automation on mature use cases and having automation capability is plus criteria",16
Jobstreet,Computer Science,AWS Cloud Engineer,PT JAC Consulting Indonesia,"Support clients from various businesses in their digital transformation journey through AWS solutions.
Design, build, operate, and maintain secure, scalable, and high-performing AWS environments.
Propose and implement optimal AWS solutions based on client requirements and business objectives.
Work collaboratively with cross-functional teams to ensure the successful delivery and implementation of AWS migration projects.
Preferably graduated from IT/Computer Science or related fields.
Min. 2 years' experience in AWS provisioning, including services like EC2, S3, VPC, IAM, etc.
Familiarity with containerization (e.g., Docker, Kubernetes, etc) on AWS, and CI/CD pipelines.
Experience with Infrastructure as Code (IaC) tools like AWS CloudFormation or Terraform, etc.
Excellent communication skills in English.",17
Jobstreet,Computer Science,Data Engineer,PT Indocyber Global Teknologi,"Bachelor degree in Computer Science, or IT related fields
3 years of Data Modeler, Data Engineering, ETL developer or a related field
Experience using Informatica, Python 
Experience using SSIS, SSAS, SSRS, Pentaho, PowerBI, Cloudera, Azure Databricks, Azure Data Factory, Unity Catalogue
Communication skills, especially explaining technical concepts to non-technical business leaders.
Exposure in Datalake, Kafka, Tableau
Design, implement and manage end to end data pipelines (ETL, data streaming and data warehousing) to make data easily accessible for analysis.
Design end to end ETL as per-use cases and business requirements
Ensure high data quality and integrity from data sources.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Troubleshoot complex data issues and perform root cause analysis to proactively resolve product and operational issues",18
Jobstreet,Computer Science,JUNIOR DEVELOPER,PT Besmart Global Indonesia,"Candidate must possess at least Diploma Degree (S1) in Computer Science, Information technology or in equivalent, preferable from reputable University with min GPA 3.0
At Lease 1 Years(s) of working experience in the related field is required for this position
Good Attitude, accepted new challenges, strong willing to learn and eager to success.
Good leadership, presentable to Clients, and excellent teamwork spirit.
Possess knowledge and experienced in developing application with Object
Oriented Programming (OOP) with min 1 programming language (ex : Java,
.NET, PHP, etc)
Familiar with database programming.
Follow escalation routes and proactively identify problem areas and propose
likely solutions to Team Leader. 
Location Onsite : Jakarta / Bandung / Surabaya",19
Jobstreet,Computer Science,Middle Software Engineer,PT Aegis Ultima Teknologi,"Job Responsibilities :
Collaborate with Product Owners and System Architects to understand features and user stories.
Estimate story points and contribute to team capacity planning.
Write clean, maintainable and scalable code following best practices based on business and technical requirement
Perform unit testing, support integration testing, and regression testing.
Fix bugs and continuously improve code quality.
Document code, APIs, and architectural decisions for future reference.
Ensure compliance with security, regulatory, and governance requirements.
Actively involved in R&D activity
Requirements :
Qualifications:
Location  : Yogyakarta",20
Jobstreet,Computer Science,Web Developer,PT Petrolink Services Indonesia,"Write well-organized and sustainable code.
Design new software and perform modifications/maintenance to existing software.
Present ideas for software improvements.
Work closely with other team members to achieve common goals.
Identify and communicate best development practices.
Debug/Troubleshoot deployed software.
Document requirements and implementation.
Work closely with other developers and other staff (including but not limited to Product Manager, Operations, Testers, etc.).
Proven experience in Angular 2+ (preferably up to date with latest releases).
Experience in using NodeJS.
Experience in HTML/CSS.
Work experience in the development of frameworks and web platforms are key to this position.
B Tech/MCA/M Tech in Computer Science or related field.
1+ year’s relevant experience.
Good interpersonal skills.
Knowledge and experience of working with Agile development methodologies.
Experience in React (ReactJS).
Experience in Event-Driven Programming including experience with RabbitMQ, Kafka, or other message brokers.
Experience and/or knowledge of .Net/C# or any OOPS Concepts and technologies.
Experience working with CI/CD processes and technologies.",21
Jobstreet,Computer Science,Product Manager - Enterprise Datacom & Network Infrastructure,PT Talenta Eksekutif Asia (Matcha Talent),"Lead technical engagement with enterprise clients, analyzing needs and designing tailored Datacom and IP networking solutions.
Collaborate with sales and solution teams to convert leads into opportunities, from proposal to closure.
Promote enterprise Datacom offerings (WLAN, switches, routers) across sectors including government, FSI, transportation, and more.
Execute branding and pricing strategies based on competitor insights and market positioning.
Guide technical solution development across project lifecycle: requirement mapping, design, bid support, and delivery handover.
Define mid- to long-term business goals, resource planning, and market entry strategies.
Monitor project performance and ensure post-sales success and customer satisfaction.
Bachelor’s degree in Computer Science, Telecommunication Engineering, or a related field.
Minimum of 6 years in the ICT/telecommunications industry, with a focus on enterprise solution presales and account management.
Demonstrated experience in technical project operations, proposal creation, and managing end-to-end client engagements.
Proficient in Datacom technologies: WLAN (Wi-Fi), campus/data center switches, access/edge/core routers.
Strong understanding of networking protocols such as IGP, BGP, SR, MPLS, SRv6, L2VPN, L3VPN.
Familiarity with enterprise and carrier-grade network architectures.
Excellent communication, relationship-building, and cross-functional collaboration skills.
Strategic thinking with high adaptability in fast-paced, competitive environments.
Capable of handling complex sales cycles and building long-term client trust.
Join a world-renowned ICT innovator with market-leading enterprise solutions.
Work on impactful digital transformation projects across Indonesia’s top sectors.
Advance your career in a high-performance, globally connected environment.",22
Jobstreet,Computer Science,IT Product Specialist (Mandarin Speaker),PT Global Jet Express,"Collaborating with prospective users and clients to understand and anticipate their needs and translate them into product requirements
Defining the vision for the team’s product and creating a product road map based on this vision
Managing the product backlog and prioritizing them based on changing requirements
Overseeing all stages of product creation including design and development
Developing user stories
Monitoring, evaluating product progress at each stage of the process, also participating in product acceptance testing
Liaising with the product team and end-users to deliver updates
Lead or participate in Scrum meetings and product sprints
Bachelor's degree in computer science or information technology, or equivalent experience
Fresh graduates are welcome to apply
Written and verbal communication skills in English & Mandarin, preferable in the Mandarin language
Experience with Scrum and agile methodology
Critical and creative thinking ability
Excellent analytical skills and strong problem-solving capacity
Product and project management skills
Ability to work under pressure and to tight deadlines
Knowledge of UI wireframe and prototyping tools
Experience with API integration
Willing to be placed in Pluit, Jakarta Utara (Head Office)",23
Jobstreet,Computer Science,IT Application (SAP ABAP) Assistant Manager,PT Nipsea Paint & Chemicals,"Candidate must possess at least Bachelor/S1 degree, preferably in Computer Engineering / Computer Science / Information Technology / Information System, or equivalent.
Experience in SAP is must.
Minimum 3-5 years in handling SAP ABAP.
Good understanding to debug SAP standard program.
Good knowledge about FI, CO, SD, MM, and PP modules.
Working knowledge or experience in manufacturing industries.
Excellent analytical and troubleshooting skills including logical thinking.
Has a good sense of business processes, process flow, and system integration point.
Excellent in verbal and written communication in both Bahasa Indonesia and English.
Willingness and flexibility to learn new technologies, scale up quickly, and adapt to different requirements or roles as the situation demands.
Strong multi-tasking skills and abilities to handle changing priorities in a fast-paced environment.
Strong focus and customer orientation, to manage user expectations.
Should work with minimum supervision.
Handle & troubleshoot SAP issues.
Ensure quick turnaround in identifying application issues and providing timely solutions.
Manage daily operational support, monitor, and solve any issues affecting the operations of the system and the scheduled background jobs of the customized program.
Undertake performance tuning activities for SAP integration activities.
Support functional team members as technical expert counterpart for customized program development analysis.
Build proper documentation (technical specifications) for any new program development and program changes.
Develop, code, and document new program development and program changes based on the agreed user requirements.
Ensure the user acceptance test (UAT) are well planned, executed, and documented.
Provide the assessment of change request (corrections, enhancements), propose and develop the required solutions.
Ensure compliance with IT policies and SOPs.",24
Jobstreet,Computer Science,Web Developer (Content Management & SEO Optimization),Geekhunter,"Website Development & Maintenance
- Continuously improve and maintain user-friendly and responsive WordPress websites and Salesforce landing pages.
- Troubleshoot website issues, manage plug-ins, and ensure uptime and performance.
- Apply UI/UX best practices to improve interface quality and user satisfaction.
- Ensure seamless CMS workflows for fast content updates and scalability across business units.
SEO Strategy & Content Relevance
- Lead technical and on-page SEO: audits, metadata optimisation, schema markup, keyword strategy, and load speed performance.
- Use tools like Google Analytics, Search Console, SEMrush, Yoast, and MS Clarity to analyse traffic and identify optimisation opportunities.
- Develop internal linking and white-hat backlink strategies to improve organic ranking and domain authority.
- Monitor performance metrics and adjust SEO tactics based on search trends and algorithm updates.
Content Management & AI-Powered Enhancement
- Efficiently manage and update website content across multilingual platforms to support marketing campaigns.
-Use generative AI tools (e.g. OpenAI/GPT) to enhance relevance, consistency, and volume of digital content.
- Collaborate with marketing and product teams to ensure timely updates, strong messaging, and clear calls to action.
Marketing & Integration Support
- Support campaign-specific landing pages, A/B testing, and personalisation using Salesforce Account Engagement and other MarTech tools.
- Manage marketing automation flows using Zapier and other integrations.
- Work closely with stakeholders to gather feedback and continuously improve the digital user journey.",25
Jobstreet,Computer Science,Architect/Functional HCM,"PT SMART,Tbk","Support business users in the development, implementation, and support of SAP HR/HCM module.
This role uses consulting skills, business knowledge, and SAP solution expertise to effectively integrate SAP technology into the business user’s business environment in order to achieve client expected business results.
Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
Fresh graduate are welcome to apply
Ability to understand business requirements and convert them into solution designs
Knowledge of web-based systems architecture, service-based architecture, enterprise application architecture
Placement in MSIG Office Jakarta",26
Jobstreet,Computer Science,"Software Engineer, Backend (Lending)",PT Solusi Transportasi Indonesia,"Develop applications using GoLang, ensuring clean and efficient code.
Identify main tasks, manage them throughout the software development life cycle, and automate tasks.
Work with multiple teams to define requirements, design new features, and deliver them.
Lead coding standards efforts, conduct code reviews, troubleshoot, debug, and update existing software.
Stay updated with the latest technologies to improve products and processes, and mentor junior engineers to support their growth..
Bachelor in Computer Science or equivalent.
Experience shipping products (like web applications or backend services, etc.) to production.
You can be a good coder in any language, but willing to work on Golang
Ability to communicate in Bahasa Indonseia and English
Experience automating tasks using appropriate tools and scripting, and experienced in conducting code reviews to ensure high coding standards.
Collaborate with multiple teams and staying updated with new technologies and security practices.
We have your back with Term Life Insurance and comprehensive Medical Insurance.
With GrabFlex, create a benefits package that suits your needs and aspirations.
Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave
We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.",27
Jobstreet,Computer Science,Software Developer (Bandung Area) - Mille ERP,PT. LAKES KONSTELASI DATA,"Collaborate with cross-functional teams to analyse requirements, design, and develop high-quality software applications
Write clean, maintainable, and efficient code using the latest programming languages and technologies
Participate in the full software development lifecycle, including coding, testing, debugging, and deployment
Continuously research and implement innovative solutions to enhance our products
Troubleshoot issues to ensure the smooth operation of our software applications
Contribute to the development of best practices, coding standards, and documentation
Stay updated with the latest industry trends and technologies to drive continuous improvement
Bachelor's degree in Computer Science, Information Technology, or a related field
Strong proficiency in any programming languages
Knowledge of agile software development methodologies and project management tools
Excellent problem-solving, analytical, and critical thinking skills
Effective communication and collaboration abilities to work in a team environment",28
Jobstreet,Computer Science,Full-stack Developer (PHP) - Mandarin Speaker - Fintech Company,Private Advertiser,"Bachelor of Computer Science
Proficiency in PHP (CodeIgniter 3) development.
Basic knowledge of HTML, CSS, JavaScript, and web development practices.
Understanding of SQL for querying and managing relational databases.
Ability to perform accurate and secure database operations.
Strong attention to detail and ability to troubleshoot technical issues.
Familiarity with version control systems (e.g., Git).
Basic knowledge of IT infrastructure and server environments.
Understanding of P2P lending operations is a plus.
Mandarin Speaker
Maintain and develop web applications using PHP (CodeIgniter 3) framework.
Perform basic web development using HTML, CSS, and JavaScript to implement UI/UX enhancements.
Write, modify, and optimize SQL queries for database interactions.
Troubleshoot and resolve bugs in existing systems.
Monitor and ensure the smooth operation of IT systems.
Execute database updates as per operational requirements.
Provide support for system maintenance, upgrades, and patches.
Document system changes and operational procedures.",29
Jobstreet,Computer Science,.NET Fullstack Developer,PT CMA Solutions Indonesia,"Design and implement application logic, workflows, and business rules using Laravel latest features.
Create robust, secure, and efficient RESTful APIs or GraphQL endpoints for web and mobile consumption.
Create and maintain optimized schemas, relationships, and migrations using Eloquent ORM.
Optimize queries for high performance and scalability.
Write clean, modular, and well-documented code, following the SOLID principles and other industry standards.
Seamlessly integrate third-party APIs such as payment gateways, analytics tools, and cloud storage systems.
Implement OAuth, social logins, or SSO as required.
Incorporate secure development practices to prevent vulnerabilities like SQL injection, CSRF, and XSS.
Interactive Interfaces: Build dynamic front-end interfaces with frameworks like Vue.js, React, or Angular integrated seamlessly with Laravel.
Responsive Design: Ensure designs are mobile-first, adaptive, and compatible across devices using CSS3, Bootstrap, or TailwindCSS.
Component Reusability: Develop reusable UI components using Blade, InertiaJS, or other templating engines.
Performance Optimization: Minimize front-end latency using efficient resource handling, lazy loading, and asset bundling.",30
Jobstreet,Computer Science,Java Developer,PT GLOBAL LOYALTY INDONESIA,"Bachelor degree in Computer Science or related fields, or equivalent professional experience in software development
Working using Java, PostgreSQL, MongoDB, Redis, SOLR
Strong understanding of OOP, design patterns and SOLID principles
Experience with building HTTP RESTful API
Good understanding about current software development best practices (Reactive Programming, Dependency Injection, Repository pattern, etc)
Able to use git workflow fluently
Able to write code always looks like it was written by someone who cares
Comfortable using the tools of the trade; debuggers, source control, profiling, unit test coverage.
Familiarity with developing APIs with the care they deserve (e.g. gRPC/REST with OpenAPI/Swagger)
Solid systems understanding (specifically Linux, and particularly around performance analysis and troubleshooting)
Placement : Yogyakarta",31
Jobstreet,Computer Science,IBM Datastage Engineer,PT Sinergi Wahana Gemilang,"Lulusan S1 dari jurusan yang relevan (IT, computer science)
Pengalaman dengan IBM Datastage selama 2-3 tahun
Memiliki pengalaman dengan alat ETL seperti Informatica, AB Initio, atau Oracel ETL nilai plus
Pengalaman di data integration dan data warehousing
Harus memiliki keterampilan di SQL untuk querying dan manipulasi data dalam DataStage
Memahami proses-proses ETL, data transformation, dan data warehousing
Memahami bahasa programming seperti Python atau Java nilai plus
Kemampuan komunikasi yang bagus
Bersedia untuk mempelajari teknologi dan metode-metode baru",32
