job_source,keyword,job_title,company,job_description,job_id
Jobstreet,Information Systems,Devops Engineer Junior Staff,PT BANGUN GLOBALINDO PERKASA,"We are looking for a DevOps to join our team and develop software systems and automated solutions for operational aspects in an organization.
Monitoring computer systems and building alerts for various operational issues that computer systems can experience.
Ultimately, you will work with our IT team to ensure our organization can continue to deliver products and services in our computer system environment.
Experienced using CI/CD deployment, and Infrastructure Platforms (Docker and Kubernetes) is a must
Have a knowledge of Programming Language, NodeJS and Python is a plus
In-depth undestanding of the entire web development process (design, development and deployment)
Proficiency in OOP, Design Patterns, and software best practices
Familiarty with database (e.g Maria DB, PostgreSQL, MySQL) is a plus
Familiarty with API Gateway Configuration is a plus
Excellent analytical and time management skills
Experience using Git, Gitlab CI/CD is a plus
Ability to work independently or with a group with a problem-solving attitude
Good knowledge of RESTful APIs, Microservices
Experience with Harness platform and tool integration on Feature flags, CI/CD and monitoring is a plus.",10
Jobstreet,Information Systems,Oracle Netsuite Assistant Consultant,PT. HAND Solutions Indonesia,"Analyze, design, and implement Oracle ERP systems to meet business needs.
Communicate with clients to gather requirements and provide solutions.
Execute system configuration and testing to ensure functionality.
Write relevant documentation and user manuals.
Provide training and support to help clients effectively use the system.
Monitor project progress and maintain communication with the team and stakeholders.
Min Diploma
Have internship related ERP or Oracle
Familiarity with finance, supply chain, and human resources oracle modules.
Strong analytical, communication, and teamwork skills.
Proficient in English, both spoken and written.
Relevant certifications preferred.",11
Jobstreet,Information Systems,Staff IT,PT Frina Lestari Nusantara,"Bachelor Degree in Computer Science, Information Technology & Technical Information
Have Computer Science/ Information Technology related education
Willing to work in manufacture environment (supporting IT related activity may be necessary)
Experienced supporting ERP system
Understand basic IT infrastructure (server, network, cloud computing)
Willing to be located in Central Cikarang, GIIC Deltamas Area and Join as soon as possible.
Used to instructing users
Have a good analysis and logic
Have experience in build a system or program
Supporting ERP (trouble shooting, master data input)
Create documentation (device data collection, IT document administration and reporting)
Manage and maintain assets (computers, printers, network devices, etc.)",12
Jobstreet,Information Systems,IT SUPERVISOR,PT Hana Master Jaya,"Oversee IT infrastructure and daily operations
Manage network, server, hardware, and software systems
Support ERP and application development
Ensure data security and system availability
Bachelor’s Degree in IT or Computer Science
Knowledge of Windows Server, SQL, networking
Experience in manufacturing IT systems (ERP/MES)
Analytical and responsive",13
Jobstreet,Information Systems,IT & Administration Supervisor,PT. ZHC ALADIN INTERNATIONAL,"Job Description:
• Oversee and manage the company’s IT infrastructure and systems to ensure optimal operation across departments.
• Provide technical support, handle troubleshooting for hardware, software, and network issues.
• Collaborate with various departments to integrate IT solutions with operational processes for enhanced efficiency.
• Perform routine monitoring, maintenance, and upgrades of IT systems and networks.
• Develop and implement IT policies, ensuring systems and practices adhere to company standards.
• Support operational functions through administrative tasks, facilitating smooth daily business processes.
• Manage documentation and reporting related to IT performance, operational processes, and departmental requirements.
• Provide operational support where needed, contributing to the effectiveness of business functions and procedures.
• Supervise and assist team members, ensuring they are well-equipped to meet operational goals.
• Coordinate with vendors and service providers for necessary system updates, technical troubleshooting, and solutions.
Requirements:
• Age: Below 40 years old.
• Proven experience in managing IT systems and technical troubleshooting.
• Strong understanding of IT infrastructure and networks.
• Experience in performing administrative support tasks, especially within operational environments.
• Strong English communication skills (written and spoken).
• Hardworking, honest, with the ability to work both independently and as part of a team.
• Capable of handling multiple tasks related to IT and operational support.
• Strong organizational skills with attention to detail and problem-solving abilities.
• Comfortable supporting various departments and facilitating smooth operational processes.",14
Jobstreet,Information Systems,IT Support,IT Service Jakarta,"Familiar with ticketing system, especially Service Now
Diagnose and resolve technical problems with computers, software, and other IT equipment
Diagnose and resolve basic network issue
Familiar with conferencing and enterprise video.
Collaborate with the wider IT team to ensure consistent and effective service delivery
Proven experience in a similar IT support role
Good english skills will be prioritized
Strong technical skills and the ability to troubleshoot and resolve a wide range of IT issues
Excellent communication and problem-solving skills, with the ability to explain technical concepts to non-technical users
Familiarity with common IT hardware, software, and networking technologies",15
Jobstreet,Information Systems,Technical Support,PT Sinergy Informasi Pratama,"Max 30.
Min. SMA/K in Computer Engineering / Electrical Engineering or other related field.
Fresh graduates are welcome to apply, preferably with a background in Network/Security Infrastructure.
Possess good understanding in basic network
Possess good understanding in basic security
Strong communication, could elaborate on user requirements, and have project team member skill
Good analytical and strategic thinking skills
Taking initiative and willing to learn more (Communicative; Initiative)
Knowledge of best practices of IT network and security
Understanding of risk assessments and their relationship to governance and compliance frameworks",16
Jobstreet,Information Systems,IT Operation Manager,PT Visionet Data Internasional,"Lead, guide, and motivate the Helpdesk and IT Support team to achieve performance goals.
Identify training needs and provide coaching to enhance both technical and soft skills of team members.
Delegate tasks and responsibilities based on team members’ expertise and workload priorities.
Ensure fair and efficient distribution of workloads.
Regularly monitor team performance, including response times, resolution rates, and user satisfaction levels.
Provide constructive feedback and implement improvement plans when necessary.
Develop and optimize standard operating procedures (SOPs) for Helpdesk and IT Support activities.
Ensure compliance with service level agreements (SLAs) and industry best practices.
Supervise the handling of technical incidents and service requests to ensure timely and effective resolution.
Serve as an escalation point for complex or critical issues.
Prepare regular team performance reports, including metrics such as ticket volume, resolution times, and user satisfaction.
Analyze data to identify trends, recurring issues, and areas for improvement.
Act as the liaison between the Helpdesk/IT Support team and other departments or stakeholders.
Ensure clear and timely communication regarding incident status, ongoing projects, or system changes.
Manage and optimize the use of Helpdesk support tools (e.g., ticketing systems, remote support tools).
Evaluate and recommend new technologies to enhance service efficiency.
Ensure all Helpdesk and IT Support activities comply with security policies and regulatory requirements.
Conduct risk assessments and implement preventive measures where necessary.
Build and maintain positive relationships with internal users to enhance satisfaction and trust in IT services.
Gather user feedback to continually improve service quality.",17
Jobstreet,Information Systems,IT Engineer,PT Monotaro Indonesia,"Adapt to MID technologies
Ensures any given tasks are reported on and resolved in a timely manner
IT support related department or user, acoording to task (Application side / Infrastructure side)
Support user applications (ERP [Odoo, PIM, SM) and batch systems
Identifies current system strengths and weaknesses to suggest areas of improvement
Interacting with existing IT team and related users for relevant issues
Bachelor Degree in Information technology, Computer Science, Information System or equivalent
Organization involvement experience will be an advantage
Have learned at least 1 programming languages (Python or similar)
Understand basic Linux environment and command line
Understand Query (SQL)
Willingness to learn new technologies
Quick learner and challenge enthusiast
Fluent in English both writing and speaking",18
Jobstreet,Information Systems,"Data Center Operation Technician, Data Center Operations",Enak Amazon makanan,"AWS Infrastructure Services owns the design, planning, delivery, and operation of all AWS global infrastructure. In other words, we’re the people who keep the cloud running. We support all AWS data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. We work on the most challenging problems, with thousands of variables impacting the supply chain and we’re looking for talented people who want to help.
You’ll join a diverse team of software, hardware, and network engineers, supply chain specialists, security experts, operations managers, and other vital roles. You’ll collaborate with people across AWS to help us deliver the highest standards for safety and security while providing seemingly infinite capacity at the lowest possible cost for our customers. And you’ll experience an inclusive culture that welcomes bold ideas and empowers you to own them to completion.
Data Center Operations designs, installs and maintains the world’s largest Computing Infrastructure. Our scope of work includes systems, repairing, dealing with issues, handling and tracking parts and assisting in Data Center maintenance. Amazon Data Centers are large-scale high-density centers where you will help change the face of Technology in the region
Key job responsibilities
In this role as a Data Center Operations Technician, you will be responsible for the on-site management of hardware lifecycle of our IT infrastructure that includes:
- You will work as part of the Operations team; whose primary responsibility is the maintenance and upkeep of the data center infrastructure.
- Your role and responsibilities include, but are not limited to, server rack installation, hardware break-fix on various components, troubleshooting network issues also responding to emergent situations that affect operational stability.
- You will work and meet SLAs against assigned trouble tickets via a directed workflow, be the first line touch point for hardware troubleshooting and technical issues.
- You will perform on-call duties and will participate in Data Center operations, handling scheduled maintenance and change management activities that require monitoring of the data center infrastructure.
- You will participate in team meetings for metric analysis and to discuss achieving daily/weekly goals.
- You have the knowledge of the policies and procedures, including safety and security, within your department, and understand the appropriate application of such knowledge
- You will contribute to documentation on technical issues through root cause analysis for operational issues that occur, and contribute to process improvement initiatives relevant to the data center environment.
- More experienced technicians may assist in training less experienced members of the team.
A day in the life
- You will support DC (Data Center) infrastructure equipment (e.g. racks, servers, networking devices, hardware components, cables, etc.),
- You will follow the instructions ticket-based environment and work on systematic problem resolution and perform routine operation activities on hardware, or spare parts, including rack install, server break/fix, rack decom etc.
- You will perform on-call duties and will participate in Data Center operations, handling scheduled maintenance and change management activities that require monitoring of the data center infrastructure.
- Show a strong aptitude for troubleshooting and problem solving
- You will be involved with site management and maintain tidiness in operation areas
About the team
Diverse Experiences
Amazon values diverse experiences. Even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying.
Why AWS
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses.
Inclusive Team Culture
AWS values curiosity and connection. Our employee-led and company-sponsored affinity groups promote inclusion and empower our people to take pride in what makes us unique. Our inclusion events foster stronger, more collaborative teams. Our continual innovation is fueled by the bold ideas, fresh perspectives, and passionate voices our teams bring to everything we do.
Mentorship and Career Growth
We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional.
Work/Life Balance
We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud.
- Computer/Server hardware troubleshooting experience required
- Computer networking including Fiber troubleshooting experience and theory
- Basic knowledge of the following technologies: Remote Access (Console routers, IPMI, BMC), Network Equipment Installation and Configuration, Data Center Operations (Inventory Management, Hot/Cold Aisles, Security), (Redundancy) Power feeds, ATS, Server Hardware, RAID, Network Connectivity",19
Jobstreet,Information Systems,"Manager, Country IT",Technology Solutions,"Plan, organize, control, and evaluate IT operations: ensuring compliance with internal service level agreements (SLAs).
Design and implement systems and policies: Collaborate with other teams to develop and coordinate systems, services and procedures.
Ensure data security: Maintain the security of data, network access, and infrastructure systems.
Identify improvements: Propose solutions to enhance user experience and refine system functionality.
Provide leadership and manage staff: Recruit and coach employees, communicate job expectations, and appraise performance.
Monitor team workload: Provide regular updates to management on workload trends.
Audit systems and processes: Assess outcomes and perform quality control to meet cost/performance goals.
Vendor assessment and management: Evaluate vendor capabilities, monitor performance, and provide recommendations.
Manage corporate device lifecycle: Ensure inventory accuracy and oversee device management.
Participate in budget planning and management: Support Country IT budget planning and control.
Embody Grab's V.M.P (Vision. Mission. Principles): Lead changes by bringing clarity, energy, and delivering success.",20
Jobstreet,Information Systems,MS Engineer,PT NTT Indonesia,"Monitors client infrastructure and solutions.
Identifies problems and errors prior to or when they occur.
Routinely identifies common incidents and opportunities for avoidance as well as general opportunities for incident reduction.
Investigates first line incidents assigned and identifies the root cause of incidents and problems.
Provides telephonic or chat support to clients when required.
Schedules maintenance activity windows for patching and configuration changes.
Follows the required handover procedures for shift changes to ensure service continuity.
Reports and escalates incidents where necessary.
Ensures the efficient and comprehensive resolutions of incidents and requests.
Updates existing knowledge articles or create new ones.
Identifies opportunities for work optimization including opportunities for automation of work, request fulfilment, incident resolution, and other general process improvement opportunities.
May also contribute to / support on project work as and when required.
May work on implementing and delivering Disaster Recovery functions and tests.
Performs any other related task as required.
Ability to communicate and work across different cultures and social groups.
Ability to plan activities and projects well in advance and takes into account possible changing circumstances.
Ability to maintain a positive outlook at work.
Ability to work well in a pressurized environment.
Ability to work hard and put in longer hours when it is necessary.
Ability to apply active listening techniques such as paraphrasing the message to confirm understanding, probing for further relevant information, and refraining from interrupting.
Ability to adapt to changing circumstances.
Ability to place clients at the forefront of all interactions, understanding their requirements, and creating a positive client experience throughout the total client journey.
Bachelor's degree or equivalent qualification in IT/Computing (or demonstrated equivalent work experience)
Certifications relevant to the services provided (certifications carry additional weightage on a candidate’s qualification for the role)
Relevant certifications include which are considered desirable (but not limited to):
CCNA or relevant level 1 Network Security
Microsoft Certified, Azure Administrator Associate
AWS Certified, Solutions Architect Associate
Veeam Certified Engineer
VMware certified Professional: Data Centre Virtualization
Zerto, pure, vxrail
Google Cloud Platform (gcp)
Oracle Cloud Infrastructure (oci)
CCNA or relevant level 1 Network Security
Microsoft Certified, Azure Administrator Associate
AWS Certified, Solutions Architect Associate
Veeam Certified Engineer
VMware certified Professional: Data Centre Virtualization
Zerto, pure, vxrail
Google Cloud Platform (gcp)
Oracle Cloud Infrastructure (oci)
Entry-level experience with troubleshooting and providing the support required in security / network/ data center/ systems/ storage administration and monitoring Services within a medium to large ICT organization.
Basic knowledge of management agents, redundancy concepts, and products within the supported technical domain (i.e. Security, Network, Data Centre, Telephony, etc.).
Basic knowledge of ITIL processes.",21
Jobstreet,Information Systems,Server Engineer Internship Program,PT. Berca Hardayaperkasa,"Deep-dive knowledge in Server and Storage technologies
Gain practical experience in a professional IT environment, applying your knowledge to real-world scenarios
Valuable industry networking opportunities
A potential path to full-time employment
Final-year students or recent graduates with a Bachelor’s degree in IT
Enthusiastic individuals passionate about IT Infrastructure (Server & Storage)",22
Jobstreet,Information Systems,Power BI (Intern),PT Rahayu Arumdhani International,"Build and maintain Power BI dashboards and data reports based on business requirements.
Manage master data to ensure accuracy, consistency, and integrity across all reports.
Onboard new data sources and develop reporting processes for new or evolving business needs.
Automate data workflows and reporting processes using Excel Macros and advanced functions.
Collaborate with cross-functional teams to understand reporting requirements and deliver insights.
Clearly communicate analysis, findings, and updates to Business Development Manager.
Ensure continuous improvements in report efficiency and data quality.
Bachelor’s Degree in Computer Science, Information Systems, Engineering, or a related field.
6 months of experience working with Power BI.
Fresh graduates are welcome to apply.
Fluent skills in Excel, including Macros and automation.
Strong analytical and data management skills.
Willing to work for 3 months.
Willing to be placed at Head Office, Fatmawati, South Jakarta.",23
Jobstreet,Information Systems,IT: Database Business Intelligence Internship,PCS Group,"Assist in socializing and onboarding internal users to use Elasticsearch or other Business Intelligence (BI) tools
Process anomaly logs and perform data transformation for further analysis
Support the creation of dashboards and data visualizations to aid business decision-making
Fresh graduate or final-year student from a relevant field (e.g., Computer Science, Information Systems, Statistics, etc.)
Basic understanding of databases (especially MySQL), data analysis, and tools such as Elasticsearch, Kibana, or other BI platforms (e.g., Power BI, Tableau)
Strong analytical thinking and attention to detail
Good communication skills and a team player
Willing to use a personal laptop during the internship and WFO at BSD CITY",24
Jobstreet,Information Systems,Solution Sales Specialist,PT Inovasi Informatika Indonesia,"Minimum of a bachelor's degree (S1) with a GPA of at least 2.75
A strong passion for sales, especially in the IT industry, is highly valued. Fresh graduates are welcome to apply.
Possess a positive attitude, high work ethic, resilience, ability to work under pressure, strong integrity, and loyalty.
Achieve sales targets.
Maintain strong relationships with principals and distributors.
Identify solutions and opportunities for clients.
Follow up with clients until securing a Purchase Order (PO).
Exhibit strong negotiation skills.
Present i3 solutions effectively, including understanding and communicating the company's products and solutions.",25
Jobstreet,Information Systems,Programmers ODOO Developer,PT DOODEX JAYA MAKMUR,"D3/S1 graduate in Informatics Engineering, Computer Engineering, Information Systems.
Proficient in programming languages : Python, Relational database, XML, Linux Server.
Skills needed: ODOO platform, Javascript, HTML, CSS, JS. English speaking preferred.
Familiar with GIT technology (Github/Gitlab), Hosting/Cpanel.
Will be an added value : Understanding of LINUX VPS, RESTFULL API, Full stack developer.
Ability to optimize the solution for built-in programs.
Supports migration activities and refreshing software activities if necessary.
Developing/custom existing programs.
Day to day task, follow up on further work.
Create monthly reports
Report to Manager
Collaboration with other division managers/staff
Will be responsible for developing new features and applications according to client requests.
Troubleshoot/debug/fix and upgrade software, ensuring the solution works well in the field.",26
Jobstreet,Information Systems,Functional Consultant Analyst,Mitra Integrasi Informatika,"Perform the application implementation and ensure its process is in accordance with customer's needs and proposed timeline
Direct contact with customer to provide solutions to the problems that arise after implementation, as well as to seek the possibility to implement another development
Become a training facilitator for customers in learning, understanding, and operation of the implemented software application in basic and advance trainings
Maintain and develop knowledge of specific application system technology",27
Jobstreet,Accounting Information Systems,SAP B1 Technical,PT Alvindo Catur Sentosa,"Bachelor degree in IT or related fields.
Good programming skills in .NET language (C#, VB.NET).
Proficiency in SQL and database concepts.
Good knowledge of the SAP-B1 SDK and DI-API will be a plus.
Experience as an SAP-B1 Technical is a plus.",28
Jobstreet,Accounting Information Systems,Programmer,Highpoint Group,"Minimum education of D3 graduates, prioritized from the Department of Information Engineering, Information Systems, or related fields.
Mastering the C# programming language (or Java and PHP).
Understand and experience in developing the ERP (Enterprise Resource Planning) system.
Have experience involved in 2-3 projects related to ERP.
Mastering the SQL database (for example, MySQL, SQL Server, or PostgreSQL) and able to write queries and manage databases.
Having work experience or project that is relevant to the development of ERP -based applications.
Understand the concept of OOP (Object-Oriented Programming).
Familiar with development tools such as GIT, Visual Studio, or related ideas.
Able to work as a team and have good communication.",29
Jobstreet,Accounting Information Systems,IT Developer,PT Minova Infotech Solutions,"Education: Bachelor from Engineering Faculty, preferable from Informatics Engineering with Min. GPA 2.75
Maximum 32 years old
Strong skill in OOP with C#. NET Development using Visual Studio, including ASP. NET & Web Forms, and Windows Forms.
Have experience to handle Web UI style behavior using CSS and JavaScript.
Understanding the basics of RESTful APIs and have experience in Web API development
Have experience in developing Mobile Apps (Android/IOS)
Able to create report using Report Viewer / Reporting Services.
Have experience in Sencha 6 Framework.
Have experience in many database platform using ADO, NET and LINQ.
Have exposure in ASP. NET MVC.
Have exposure in React Native",30
Jobstreet,Accounting Information Systems,SAP Bootcamp,PT Achiera Global Utama,"What is the monthly salary do you want?
Which qualifications do you have?
How long do you need to tell your company right now?
How do you judge your English skills?",31
Jobstreet,Accounting Information Systems,Odoo Developer,PT Salva Teknologi Digital,"🎯 Responsibilities:
• Develop and customize Odoo modules (Sales, Inventory, Accounting, HR, etc.)
• Design and develop integrated business applications using Odoo
• Analyze and troubleshoot application issues
• Create and maintain technical documentation
• Collaborate with business analysts and stakeholders to gather requirements
• Integrate Odoo with third-party systems via APIs
• Perform testing, debugging, and deployment of Odoo solutions
• Upgrade and migrate Odoo versions when necessary
⸻
✅ Requirements:
• Proven experience with Odoo (v13 or later preferred)
• Proficient in Python and PostgreSQL
• Good understanding of Odoo ORM and MVC architecture
• Experience with Odoo module customization and development
• Familiarity with frontend technologies (HTML, CSS, JavaScript, QWeb)
• Knowledge of RESTful APIs and integration techniques
• Experience with Git or other version control tools
• Ability to work in a collaborative, agile environment
• Strong analytical and problem-solving skills",32
