job_source,keyword,job_title,company,job_description,job_id,job_description_cleaned
LinkedIn,Information Systems,Junior IT Support (Sumatera Utara),Accord Innovations,"Must bevery fluent in English, especially for verbal and written communication.
Must havefair understanding of basic technology terms.
Proven experiencein providinguser desktop support, bothoffline (in-office)andonline (remote).
Familiarity withcloud technologiesandIT securitywill be anadvantage.
Willing to provide IT support acrossany department, function, or projectbeyond formal job descriptions when required.
Hardware (inventaris, labelling/tagging, installation/uninstallation, upgrade/downgrade, testing, troubleshooting, condition monitoring).
Software (inventaris, installation/uninstallation, testing, troubleshooting, and not including software coding at all).
Networks (inventaris, labelling/tagging, assist and support all Networks vendors, testing, troubleshooting, condition monitoring).
Business supports for IT issues (users walk-in to MO IT desk (F2F) or users can be remotely assisted for any IT-related issues, ticketing system, SLA of Helpdesk based on the ticket).
Overtime paymentwill be applied for duties performed onsite during weekends or public holidays.
Transportation and accommodationwill be provided for candidates based inMedanwhen assigned toSei Mangkeifor short-term tasks/projects.
Candidates must be able tostart immediately (ASAP).",69,must bevery fluent english especially verbal written communication must havefair understanding basic technology terms proven experiencein providinguser desktop support bothoffline inofficeandonline remote familiarity withcloud technologiesandit securitywill anadvantage willing provide support acrossany department function projectbeyond formal job descriptions required hardware inventaris labellingtagging installationuninstallation upgradedowngrade testing troubleshooting condition monitoring software inventaris installationuninstallation testing troubleshooting including software coding networks inventaris labellingtagging assist support networks vendors testing troubleshooting condition monitoring business supports issues users walkin mo desk ff users remotely assisted itrelated issues ticketing system sla helpdesk based ticket overtime paymentwill applied duties performed onsite weekends public holidays transportation accommodationwill provided candidates based inmedanwhen assigned tosei mangkeifor shortterm tasksprojects candidates must able tostart immediately asap
LinkedIn,Information Systems,NET Developer,PT FAN INTEGRASI TEKNOLOGI,"Minimum S1 in Information Technology, Engineering, Computer Science/related
Proficient in Object-Oriented Programming, ASP.NET, and SQL.
Having knowledge in development using C#, ASP.NET MVC (Razor), HTML
Having knowledge on Web Services, WCF (REST, SOAP, etc.), Web API, T-SQL
Able to develop using Application Lifecycle Management tools (VSTS/Git)
Having knowledge in Javascript, JQuery, CSS, AngularJS, Telerik is a plus
Self-Motivated and takes accountability and ownership for work with minimum supervision
Fresh graduates who want to unleash their potential as .NET Developer are welcome to apply
Having MCSD web application certification (advantage)",70,minimum information technology engineering computer sciencerelated proficient objectoriented programming aspnet sql knowledge development using c aspnet mvc razor html knowledge web services wcf rest soap etc web api tsql able develop using application lifecycle management tools vstsgit knowledge javascript jquery css angularjs telerik plus selfmotivated takes accountability ownership work minimum supervision fresh graduates want unleash potential net developer welcome apply mcsd web application certification advantage
LinkedIn,Information Systems,Photo & Video Production,Visi Kreatif Digital,"Execute and provide assets and footage (photos and videos).
Compile and execute visual production based on brief & script.
Prepare all required resources (wardrobe, location, talent).",71,execute provide assets footage photos videos compile execute visual production based brief script prepare required resources wardrobe location talent
LinkedIn,Information Systems,Technical Support - Malika AI,Aksoro,"Client's onboarding
Explain the Timeline Project
⁠ Guide for filling client data for development AI
⁠Update progress development to clients
Malika Dashboard Training to the Client Team
⁠ Malika Integration to Platfrom Meta (WhatsApp, Instagram, Facebook), Livechat, or Tokopedia
Recording client subscription data
Troubleshooting and Support Issue from Clients
Update the status of AI use on the client's dashboard
Familiar with Meta Platform (Business Manager, Ads Manager)
Accustomed to Saas or ever worked in a previous saas company
Have basic knowledge about AI / Agent AI
Mastering Google Spreadsheet / Python Preferred
Capable of communicating
Problem Solving
Teamwork",72,clients onboarding explain timeline project guide filling client data development ai update progress development clients malika dashboard training client team malika integration platfrom meta whatsapp instagram facebook livechat tokopedia recording client subscription data troubleshooting support issue clients update status ai use clients dashboard familiar meta platform business manager ads manager accustomed saas ever worked previous saas company basic knowledge ai agent ai mastering google spreadsheet python preferred capable communicating problem solving teamwork
LinkedIn,Information Systems,Server Engineer,Timedoor Indonesia,"Build and maintain client servers (shared/dedicated)
Do routine maintenance and compile server conditions reports
Update the server info and tools used
Collaboration with the Backend, Frontend, and other teams
Analyze data and code to solve problems
Report Project Progress to Clients or Team Lead
Handle server security and do hardening
Monitor Server Performance Using Tools Monitoring
Run and manage backups and disaster recovery systems
Respond to the incidence and troubleshooting hardware/network
Evaluation of new technology and propose recommendations
Build automation for provisioning, deployment, configuration
Arrange technical documentation, SOP, and Best Practice
Sharing knowledge and experience with other server teams
Standby when there is an urgent demand
Domiciled in Bali or willing to relocate to Bali
Interested in the world of server, network, and system management
Ready to learn, adaptive, and be able to work as a team",73,build maintain client servers shareddedicated routine maintenance compile server conditions reports update server info tools used collaboration backend frontend teams analyze data code solve problems report project progress clients team lead handle server security hardening monitor server performance using tools monitoring run manage backups disaster recovery systems respond incidence troubleshooting hardwarenetwork evaluation new technology propose recommendations build automation provisioning deployment configuration arrange technical documentation sop best practice sharing knowledge experience server teams standby urgent demand domiciled bali willing relocate bali interested world server network system management ready learn adaptive able work team
LinkedIn,Information Systems,Information Technology Officer,Meiji Indonesia,"Graduate from Bachelor degree (S1) in Information Technology or Information System.
Familiar with Installation application, monitoring & analysis system computerize, web programming & support hardware and software
Having working experienced in Information Technology background would be more advantage especially with specialities in ERP & Business Process System.
High attention to detail and having strong basic technical skills
Hands on personality, disciplined & able to work based on established working procedures (SOP).
Good communication and teamwork skills
Willing to be located in Bangil, Pasuruan
:maintaining for ERP and Business Process Syste
mmaintaining for Installation application, monitoring and analysis system computerize, web programming and supporting for all task that related with hardware & softwar",74,graduate bachelor degree information technology information system familiar installation application monitoring analysis system computerize web programming support hardware software working experienced information technology background would advantage especially specialities erp business process system high attention detail strong basic technical skills hands personality disciplined able work based established working procedures sop good communication teamwork skills willing located bangil pasuruan maintaining erp business process syste mmaintaining installation application monitoring analysis system computerize web programming supporting task related hardware softwar
LinkedIn,Information Systems,Data & Analytics Engineer,VIDA Digital Identity,"Design and develop SQL-based data pipelines to integrate HubSpot, MySQL transaction data, and Athena .
Develop and optimize queries for Athena (Presto-based SQL) to ensure efficient data retrieval and reporting.
Develop, maintain and enhance data models on dbt to support analytics and reporting needs.
Develop dynamic SQL scripts for extracting and transforming data that support cross functional requirements
Automate data ingestion from various sources, ensuring scalability and maintainability
Work with Holistics BI to create dashboards and automate reporting using Athena queries.
Ensure data accuracy and consistency by implementing validation and reconciliation processes .
Develop Python scripts for ad-hoc data transformations
Work on a custom web-based budgeting and forecasting application integrated with Holistics.
Enable input capabilities for budget and forecast data using front-end tools.
Collaborate with stakeholders to define business logic and financial modeling requirements.
Strong expertise in SQL (Athena/Presto, MySQL) for complex queries and performance tuning.
Experience with BI tools (Holistics preferred) for dashboarding and reporting.
Proficiency in Python for data manipulation, automation, and scripting tasks.
Experience with Google Sheets API & Athena integrations .
Ability to translate business requirements into scalable data solutions .
Strong problem-solving skills and attention to detail.
Experience with cloud-based data lakes (AWS S3, Athena, Glue, etc.) .
Familiarity with HubSpot data structures and CRM analytics.
Exposure to web-based data entry tools for budgeting & forecasting solutions..",75,design develop sqlbased data pipelines integrate hubspot mysql transaction data athena develop optimize queries athena prestobased sql ensure efficient data retrieval reporting develop maintain enhance data models dbt support analytics reporting needs develop dynamic sql scripts extracting transforming data support cross functional requirements automate data ingestion various sources ensuring scalability maintainability work holistics bi create dashboards automate reporting using athena queries ensure data accuracy consistency implementing validation reconciliation processes develop python scripts adhoc data transformations work custom webbased budgeting forecasting application integrated holistics enable input capabilities budget forecast data using frontend tools collaborate stakeholders define business logic financial modeling requirements strong expertise sql athenapresto mysql complex queries performance tuning experience bi tools holistics preferred dashboarding reporting proficiency python data manipulation automation scripting tasks experience google sheets api athena integrations ability translate business requirements scalable data solutions strong problemsolving skills attention detail experience cloudbased data lakes aws athena glue etc familiarity hubspot data structures crm analytics exposure webbased data entry tools budgeting forecasting solutions
LinkedIn,Information Systems,Staff Officer,PT MAF YOGYAKARTA,"Jobdesk:
1. Requires the ability to be able to make a schedule of gathering promises with prospective clients or company clients
2. Can conduct good and correct communication and effective in delivering education related to trade digitalization
3. Able to recap the data of the company's clients/clients with a client priority scale
4. Willing to help managers or superiors to complete the task in teamwork",76,jobdesk requires ability able make schedule gathering promises prospective clients company clients conduct good correct communication effective delivering education related trade digitalization able recap data companys clientsclients client priority scale willing help managers superiors complete task teamwork
LinkedIn,Information Systems,Junior Software Engineer,PT Elcarim Optronic Indonesia,"Full job description
Job Description:
We are seeking a dedicated Field Support Software Engineer to join our team specializing in the development and maintenance of advanced long-range camera systems for military applications. As a Field Support Software Engineer, you will play a crucial role in providing on-site repair, maintenance, and technical support for our deployed camera systems. Your expertise in software development, combined with the ability to travel and perform hands-on field work, will ensure the reliability and functionality of our cutting-edge technology in operational environments.
Responsibilities:
● Perform on-site troubleshooting, repair, and maintenance of military long-range camera systems at customer sites and field locations.
● Diagnose software-related issues, conduct root cause analysis, and implement solutions to ensure system functionality and operational readiness.
● Collaborate with internal engineering teams to escalate and resolve complex technical issues requiring software updates or hardware modifications.
● Assist in the installation, integration, and testing of camera systems, ensuring alignment with customer requirements and specifications.
● Provide training and technical support to end-users and maintenance personnel on camera operation, software functionality, and troubleshooting procedures.
● Document field activities, including repair logs, technical reports, and customer communications, to maintain accurate records and support continuous improvement.
● Travel domestically and internationally as required to support field operations and customer deployments (estimated up to 50% travel).
Qualifications:
● Bachelor’s degree in Computer Science, Software Engineering, or a related field.
● Proficiency in programming languages such as C/C++, Python, or Java, with experience in debugging and maintaining software for embedded systems or real-time applications.
● Strong understanding of networking concepts, protocols (TCP/IP, UDP), and network security practices.
● Knowledge of web design technologies (HTML, CSS, JavaScript) and frameworks (React, Angular) for developing and maintaining web-based interfaces.
● Hands-on experience with troubleshooting and diagnosing hardware and software issues in complex electronic systems.
● Ability to work independently and collaborate effectively with cross-functional teams in fast-paced environments.
● Excellent communication skills and customer-oriented approach to providing technical support and training.
● Willingness and flexibility to travel frequently and work in varied environments, including potentially hazardous or remote locations.
Preferred Skills:
● Familiarity with military standards and specifications related to software development and system integration (e.g., MIL-STD-810, MIL-STD-461).
● Experience with version control systems (e.g., Git) and issue tracking tools (e.g., JIRA).
● Understanding of cybersecurity principles and best practices for defense applications.
● Knowledge of image processing algorithms and video streaming technologies.
● Ability to adapt quickly to new technologies and operational requirements.
Additional Requirements:
● Eligibility to obtain security clearance as required for military projects.
● Commitment to maintaining confidentiality and adhering to security protocols.
Benefits:
● Competitive salary and benefits package, including travel allowances.
● Opportunity for professional growth and career advancement in a dynamic and innovative environment.
● Chance to directly contribute to the reliability and success of state-of-the-art technology solutions for military applications.
Application Instructions:
Interested candidates should submit a resume and cover letter detailing their qualifications and experience in software development, field support, and willingness to travel for extended periods.",77,full job description job description seeking dedicated field support software engineer join team specializing development maintenance advanced longrange camera systems military applications field support software engineer play crucial role providing onsite repair maintenance technical support deployed camera systems expertise software development combined ability travel perform handson field work ensure reliability functionality cuttingedge technology operational environments responsibilities perform onsite troubleshooting repair maintenance military longrange camera systems customer sites field locations diagnose softwarerelated issues conduct root cause analysis implement solutions ensure system functionality operational readiness collaborate internal engineering teams escalate resolve complex technical issues requiring software updates hardware modifications assist installation integration testing camera systems ensuring alignment customer requirements specifications provide training technical support endusers maintenance personnel camera operation software functionality troubleshooting procedures document field activities including repair logs technical reports customer communications maintain accurate records support continuous improvement travel domestically internationally required support field operations customer deployments estimated travel qualifications bachelors degree computer science software engineering related field proficiency programming languages cc python java experience debugging maintaining software embedded systems realtime applications strong understanding networking concepts protocols tcpip udp network security practices knowledge web design technologies html css javascript frameworks react angular developing maintaining webbased interfaces handson experience troubleshooting diagnosing hardware software issues complex electronic systems ability work independently collaborate effectively crossfunctional teams fastpaced environments excellent communication skills customeroriented approach providing technical support training willingness flexibility travel frequently work varied environments including potentially hazardous remote locations preferred skills familiarity military standards specifications related software development system integration eg milstd milstd experience version control systems eg git issue tracking tools eg jira understanding cybersecurity principles best practices defense applications knowledge image processing algorithms video streaming technologies ability adapt quickly new technologies operational requirements additional requirements eligibility obtain security clearance required military projects commitment maintaining confidentiality adhering security protocols benefits competitive salary benefits package including travel allowances opportunity professional growth career advancement dynamic innovative environment chance directly contribute reliability success stateoftheart technology solutions military applications application instructions interested candidates submit resume cover letter detailing qualifications experience software development field support willingness travel extended periods
LinkedIn,Information Systems,Security Engineer,ASABA INNOTECH,"Bachelor Degree in Information Technology
Able to Evidence Excellent Customer Service Skills
Good & have experience on troubleshooting
A degree in information technology area
Good Understanding of Cyber ​​Security Principles
Knowledge of TCP/IP Protocols, Network Analyst, and Network/Security Applications
Knowledge/Experience of One or more System Administration (Linux, Windows, Mac)
Having a Course Certification Cyber ​​Security is a Plus
Monitor warnings and security incidents related to vulnerability and patch
Collaborate with the IT team to ensure the application of patch is important in a timely manner
Collaborated with the L2 Patch team to implement an effective strategy in carrying out the patch
Participate in the response of incidents related to patching
Contribute to the development of security policies and procedures
Do, monitor, document, and ensure the patch process is in accordance with the procedure
Perform routine assessments on cloud infrastructure, platforms, and applications in containers to identify weaknesses and potential threats
Develop and maintain a comprehensive management patch management strategy for the system
Participate in the task on Call 24x7 regularly
Willing to be placed in the client",78,bachelor degree information technology able evidence excellent customer service skills good experience troubleshooting degree information technology area good understanding cyber security principles knowledge tcpip protocols network analyst networksecurity applications knowledgeexperience one system administration linux windows mac course certification cyber security plus monitor warnings security incidents related vulnerability patch collaborate team ensure application patch important timely manner collaborated l patch team implement effective strategy carrying patch participate response incidents related patching contribute development security policies procedures monitor document ensure patch process accordance procedure perform routine assessments cloud infrastructure platforms applications containers identify weaknesses potential threats develop maintain comprehensive management patch management strategy system participate task call x regularly willing placed client
LinkedIn,Information Systems,Photographer / Videographer / Editor,Uluwatu Property,"Shoot photos and videos of our villas, land plots, and lifestyle scenes (interior, exterior, local vibes)
Create engaging content for social media (property tours, behind the scenes, Uluwatu lifestyle…)
Edit and produce web and social-friendly content (Instagram, YouTube, LinkedIn)
Contribute creatively to elevate our brand and drive visibility
Creative eye and attention to detail with a passion for premium/luxury visuals
Solid photography and videography skills (drone experience is a plus)
Confident in editing software (Premiere, Final Cut, Davinci, etc.)
Proactive mindset and team player
Basic English (our environment is international)
A premium and dynamic work environment in the heart of Uluwatu
Full creative freedom and ownership
A unique entrepreneurial adventure with room to grow and make an impact",79,shoot photos videos villas land plots lifestyle scenes interior exterior local vibes create engaging content social media property tours behind scenes uluwatu lifestyle edit produce web socialfriendly content instagram youtube linkedin contribute creatively elevate brand drive visibility creative eye attention detail passion premiumluxury visuals solid photography videography skills drone experience plus confident editing software premiere final cut davinci etc proactive mindset team player basic english environment international premium dynamic work environment heart uluwatu full creative freedom ownership unique entrepreneurial adventure room grow make impact
LinkedIn,Information Systems,IT SysAdmin,PT Infokes Indonesia,"Proficient in Linux Administration, MariaDB, and AWS (ECS).
Strong understanding of Linux Server installation & administration.
Skilled in VM/Server setup & configuration.
Experienced with Grafana & Zabbix or AWS CloudWatch for monitoring.
Knowledgeable in MySQL & PostgreSQL Server installation & administration.
Willing to work from the office (WFO) in Bandung.
Experienced in orchestration using AWS ECS and Ansible/Terraform.",80,proficient linux administration mariadb aws ecs strong understanding linux server installation administration skilled vmserver setup configuration experienced grafana zabbix aws cloudwatch monitoring knowledgeable mysql postgresql server installation administration willing work office wfo bandung experienced orchestration using aws ecs ansibleterraform
LinkedIn,Information Systems,VB.net Developer,TOG Indonesia,"Develop new System Solutions, Enhancements and Bug Fixes by write clean, maintainable code according to specifications.
Learn company systems, tools, and development practices.
Support System Integration Testing.
Support User Acceptance Testing.
Support Production Issue (Post Implementation).
Write technical documentation.",81,develop new system solutions enhancements bug fixes write clean maintainable code according specifications learn company systems tools development practices support system integration testing support user acceptance testing support production issue post implementation write technical documentation
LinkedIn,Information Systems,Software Engineer,Microvac Indonesia,"Computer Science and Software Development skills
Back-End Web Development, Front-End Web Development and Object-Oriented Programming (OOP) expertise
Strong programming skills in .NetCore/ Angular JS
Experience in working with relational databases and NO-SQL stores
Excellent problem-solving and analytical skills
Ability to work collaboratively in a team environment
Bachelor's degree in Computer Science or related field",82,computer science software development skills backend web development frontend web development objectoriented programming oop expertise strong programming skills netcore angular js experience working relational databases nosql stores excellent problemsolving analytical skills ability work collaboratively team environment bachelors degree computer science related field
LinkedIn,Information Systems,Dotnet Developer,PT Rapid Teknologi Indonesia,".NET Core and ASP.NET MVC skills
Object-Oriented Programming (OOP) expertise
Experience in Software Development
Strong programming skills
Bachelor's degree in Computer Science, Information Technology, or related field
Ability to work in a team and independently
Excellent problem-solving skills",83,net core aspnet mvc skills objectoriented programming oop expertise experience software development strong programming skills bachelors degree computer science information technology related field ability work team independently excellent problemsolving skills
LinkedIn,Information Systems,Coders - AI Training [Remote],Braintrust,"Swift, Python, Java, Go, Verilog, Typescript, Javascript, C++, or C# coding experience required
Example projects might include:
Evaluating the quality of AI-generated code, including human-readable summaries of your rationale
Solve coding problems, writing functional and efficient code
Optimize code to run at maximum efficiency
Writing robust test cases to confirm code works efficiently and effectively
Writing human-readable summaries of coding problems
Writing explanations of how code can solve problems and evaluate various solution approaches",84,swift python java go verilog typescript javascript c c coding experience required example projects might include evaluating quality aigenerated code including humanreadable summaries rationale solve coding problems writing functional efficient code optimize code run maximum efficiency writing robust test cases confirm code works efficiently effectively writing humanreadable summaries coding problems writing explanations code solve problems evaluate various solution approaches
LinkedIn,Information Systems,Field Services Engineer,Turbo Teknologi Profesional,"Field Service and Troubleshooting skills
Experience in providing Technical Support and Preventive Maintenance
Strong Customer Service skills
Excellent problem-solving abilities and technical aptitude
Ability to work independently and manage time effectively
Experience in relevant industries such as oil & gas, petrochemical, mining, power generation, and manufacturing is a plus
Bachelor's degree in Engineering, Electronics, or a related field
Proficiency in Bahasa Indonesia and English is preferred",85,field service troubleshooting skills experience providing technical support preventive maintenance strong customer service skills excellent problemsolving abilities technical aptitude ability work independently manage time effectively experience relevant industries oil gas petrochemical mining power generation manufacturing plus bachelors degree engineering electronics related field proficiency bahasa indonesia english preferred
LinkedIn,Information Systems,Product Engineer,Masterkidz,"Analytical Skills and Research and Development (R&D) experience
Product Engineering and Product Design expertise
Strong communication skills for collaboration with team members
Ability to work on-site in Kendal, Indonesia
Experience in the toy industry or manufacturing sector
Bachelor's degree in Engineering or related field",86,analytical skills research development rd experience product engineering product design expertise strong communication skills collaboration team members ability work onsite kendal indonesia experience toy industry manufacturing sector bachelors degree engineering related field
LinkedIn,Information Systems,Business Analyst (Banking ASAP),SIGMATECH,"Strong Analytical Skills and Business Analysis experience
Proficiency in defining and analyzing Business Processes and Business Requirements
Excellent Communication skills for effective stakeholder management
Experience in the banking or financial services industry is a plus
Bachelor's degree in Business Administration, Finance, Information Technology, or related field
Ability to work on-site in Pinang
Can join ASAP",87,strong analytical skills business analysis experience proficiency defining analyzing business processes business requirements excellent communication skills effective stakeholder management experience banking financial services industry plus bachelors degree business administration finance information technology related field ability work onsite pinang join asap
LinkedIn,Information Systems,Manufacturing Deployment Engineer,Arcstone Indonesia,"Work directly with customers to setup and deploy Arcstone's toolsets into their facilities
Perform testing and validation of deployed toolsets to ensure functionality and performance
Create advanced digital workflows, checklists, and dashboard to help digitalize manufacturing operations
Perform advanced API integration work to customer’s ERP/MES/MOM/etc. while coordinating security conditions with IT teams
Training customers on the usage of Arcstone toolsets and ensuring proper usage and validation of the data being collected
Integration with hardware & equipment on the factory floor
Proven track record of working with data ranging from collection, analysis to integration work
Basic software development skillsets (VBA, JavaScript, Python, HTML, etc.)
Basic SQL, query experience on large datasets and using visualization toolsets (PowerBI/Tableau/Grafana/etc.)
Experience with hardware integration (OPC UA, MODBUS, MQTT, etc.)
Friendly and customer-centric attitude
Excellent communication skills with the ability to tactfully influence, negotiate, and resolve conflicts
Comfort with ambiguity, uncertainty, and a dynamic business landscape
Self-motivated and driven to excel and deliver, able to handle stress with a positive attitude
Team player with a no ego and collaborative attitude
Open to travel (potentially globally!)
Previous manufacturing software usage experience (MES/ERP/WMS/MOM/etc.)
Demonstrated ability to build relationships and trust with prospects/clients
Industry 4.0 training/experience",88,work directly customers setup deploy arcstones toolsets facilities perform testing validation deployed toolsets ensure functionality performance create advanced digital workflows checklists dashboard help digitalize manufacturing operations perform advanced api integration work customers erpmesmometc coordinating security conditions teams training customers usage arcstone toolsets ensuring proper usage validation data collected integration hardware equipment factory floor proven track record working data ranging collection analysis integration work basic software development skillsets vba javascript python html etc basic sql query experience large datasets using visualization toolsets powerbitableaugrafanaetc experience hardware integration opc ua modbus mqtt etc friendly customercentric attitude excellent communication skills ability tactfully influence negotiate resolve conflicts comfort ambiguity uncertainty dynamic business landscape selfmotivated driven excel deliver able handle stress positive attitude team player ego collaborative attitude open travel potentially globally previous manufacturing software usage experience meserpwmsmometc demonstrated ability build relationships trust prospectsclients industry trainingexperience
LinkedIn,Information Systems,Junior Front End Engineer (Angular),Undisclosed,"Working alongside the Tech & Product team to develop engaging & responsive user interfaces with HTML, CSS, Angular, and modern JavaScript frameworks
Frontend Development using Angular
Develop a performance-oriented front end binding
Work with back-end developers to design and interface REST APIs
Perform code reviews and basic troubleshooting
Build reusable code and libraries for future use
Minimum 1+ years of hands-on experiencein frontend development(Angular)
Bachelor's Degree with Computer Science, Information Technology, or equivalent
Managing multiple tasks and timelines in a fast-paced environment
Humility and excellent collaborative spirit. We are all here to learn and grow together as a team.
Experienced inJava Springboot is a plus
Tech Stack:AngularDatabase:PostgreSQL",89,working alongside tech product team develop engaging responsive user interfaces html css angular modern javascript frameworks frontend development using angular develop performanceoriented front end binding work backend developers design interface rest apis perform code reviews basic troubleshooting build reusable code libraries future use minimum years handson experiencein frontend developmentangular bachelors degree computer science information technology equivalent managing multiple tasks timelines fastpaced environment humility excellent collaborative spirit learn grow together team experienced injava springboot plus tech stackangulardatabasepostgresql
LinkedIn,Information Systems,API Developer - Junior Consultant,EY,"Outstanding team player
High level of motivation
Strong work ethic
Self-starting attitude
Independent and able to manage and prioritize workload
Ability to quickly and positively adapt to change
Excellent written and verbal communication, presentation, client service, and technical writing skills, coupled with excellent executive presence.
Significant experience in managing and delivering medium to large teams on complex programs and projects.
Assessing, designing, architecting, and developing solutions leveraging the latest technologies and trends to exceed the business requirements
Unifying, enriching, and delivering value to derive insights and opportunities
Leveraging in-house and partners - platforms and solutions as needed and recommending and building new platforms/solutions as required to exceed business requirements
Communicating findings, recommendations, and opportunities to improve platforms and solutions
Demonstrating a deep understanding of technology, concepts, tools, features, functions, and benefits of different approaches
Seeking out information to learn about emerging methodologies and technologies
Clarifying problems by driving to understand the true issue
Looking for opportunities for improving methods and outcomes
Collaborating, influencing, and building consensus through constructive relationships and effective listening
Solving problems by incorporating data into decision making
Proven track record of sales and delivery in a consulting context with established client relationships and experience
Bachelor’s Degree or above in Information Systems, Computer Science, or related disciplines.
Fresh graduate with internship experience in API Developer projects are allowed to apply
Proficiency in Java Spring Boot for developing the back-end services
Solid understanding of RESTful API architecture and best practices
Experience with Kubernetes and Dockers is a strong advantage
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, on your way
Transformative leadership: We’ll give you the insights, coaching, and confidence to be the leader the world needs
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs",90,outstanding team player high level motivation strong work ethic selfstarting attitude independent able manage prioritize workload ability quickly positively adapt change excellent written verbal communication presentation client service technical writing skills coupled excellent executive presence significant experience managing delivering medium large teams complex programs projects assessing designing architecting developing solutions leveraging latest technologies trends exceed business requirements unifying enriching delivering value derive insights opportunities leveraging inhouse partners platforms solutions needed recommending building new platformssolutions required exceed business requirements communicating findings recommendations opportunities improve platforms solutions demonstrating deep understanding technology concepts tools features functions benefits different approaches seeking information learn emerging methodologies technologies clarifying problems driving understand true issue looking opportunities improving methods outcomes collaborating influencing building consensus constructive relationships effective listening solving problems incorporating data decision making proven track record sales delivery consulting context established client relationships experience bachelors degree information systems computer science related disciplines fresh graduate internship experience api developer projects allowed apply proficiency java spring boot developing backend services solid understanding restful api architecture best practices experience kubernetes dockers strong advantage continuous learning youll develop mindset skills navigate whatever comes next success defined well provide tools flexibility make meaningful impact way transformative leadership well give insights coaching confidence leader world needs diverse inclusive culture youll embraced empowered use voice help others find
LinkedIn,Information Systems,IT Support,Accord Innovations,"Fluent in spoken and written English
Good understanding of basic technical terms
Experience in desktop support (online & offline)
Knowledge of cloud technology and IT security is a plus
Willing to support various IT functions and projects
Must be available to join immediately
Hardware Support: Inventory, installation, upgrades, troubleshooting
Software Support: Installation, testing, and issue resolution
Network Support: Inventory, vendor coordination, troubleshooting
Business IT Support: User support, SLA tracking, ticket handling
Project Support: Assist in IT-related project execution
Competitive salary + overtime pay
Hands-on involvement in various IT projects
Exposure to the latest IT technologies and tools",91,fluent spoken written english good understanding basic technical terms experience desktop support online offline knowledge cloud technology security plus willing support various functions projects must available join immediately hardware support inventory installation upgrades troubleshooting software support installation testing issue resolution network support inventory vendor coordination troubleshooting business support user support sla tracking ticket handling project support assist itrelated project execution competitive salary overtime pay handson involvement various projects exposure latest technologies tools
LinkedIn,Information Systems,CRM Functional Consultant,Nityo Infotech Services Pte Ltd,"Domain experience:
Minimum 3 full-cycle CRM Application project implementations.
Education:
Bachelor’s degree with a minimum GPA of 3.00
Technical and Functional Expertise:
Proven experience as a Business Analyst in CRM domain.
Strong understanding of customer business processes and requirements analysis.
Proficiency in mapping business requirements to CRM system best practices.
Skilled in conducting system fit-gap analysis to identify functional gaps.
Experience in managing and maintaining development tasks and collaborating with technical/programmer teams.
Advisory and Documentation Skills:
Ability to advise clients on CRM best practices and recommend process improvements.
Competence in creating comprehensive project documentation including business requirements, functional specifications, and user manuals.
Communication and Interpersonal Skills:
Excellent business communication skills in English (verbal and written).
Strong interpersonal skills with the ability to work effectively in a team.
Work Environment:
Willingness to work from office (WFO), primarily at client locations.",92,domain experience minimum fullcycle crm application project implementations education bachelors degree minimum gpa technical functional expertise proven experience business analyst crm domain strong understanding customer business processes requirements analysis proficiency mapping business requirements crm system best practices skilled conducting system fitgap analysis identify functional gaps experience managing maintaining development tasks collaborating technicalprogrammer teams advisory documentation skills ability advise clients crm best practices recommend process improvements competence creating comprehensive project documentation including business requirements functional specifications user manuals communication interpersonal skills excellent business communication skills english verbal written strong interpersonal skills ability work effectively team work environment willingness work office wfo primarily client locations
LinkedIn,Information Systems,Site Project Manager,PT. Tekniko indonesia,engineer,93,engineer
LinkedIn,Information Systems,Product Analyst,Trustmedis,"Trustmedis
#Healthtech solution that you can trust
#Health Application No. 1 in Indonesia
Opening Job Vacancies #Productanalyst (📍 PLANTING: Sumbawa)
Main task :
1. Monitoring & accommodating requests from trustmedis clients
2. Analyze the business process of trustmedis client requests
3. Making a Trustmedis Client's Flowchart Flowchart
4. Discuss with stakeholders and trustmedis internal teams
Condition :
- D3 Information Systems/Information Technology Graduates
- Able to make a flowchart
- Understand business processes in the health sector
- Discipline, firm, thorough
Send the latest CV to email:
📩 hrd@ts.co.id
Subject: Dedicated Product Analyst
⏰ Limits of Lighting: May 31, 2025",94,trustmedis healthtech solution trust health application indonesia opening job vacancies productanalyst planting sumbawa main task monitoring accommodating requests trustmedis clients analyze business process trustmedis client requests making trustmedis clients flowchart flowchart discuss stakeholders trustmedis internal teams condition information systemsinformation technology graduates able make flowchart understand business processes health sector discipline firm thorough send latest cv email hrdtscoid subject dedicated product analyst limits lighting may
